기준일,순위,팀명,경기,승,패,무,승률,게임차,최근10경기,연속,홈,방문
2023-04-04,1,SSG,3,2,1,0,0.667,0.0,2승0무1패,1승,2-0-1,0-0-0
2023-04-04,1,키움,3,2,1,0,0.667,0.0,2승0무1패,1패,2-0-1,0-0-0
2023-04-04,1,LG,3,2,1,0,0.667,0.0,2승0무1패,2승,0-0-0,2-0-1
2023-04-04,1,삼성,3,2,1,0,0.667,0.0,2승0무1패,2승,2-0-1,0-0-0
2023-04-04,1,두산,3,2,1,0,0.667,0.0,2승0무1패,1승,2-0-1,0-0-0
2023-04-04,6,KT,2,1,1,0,0.5,0.5,1승0무1패,1패,1-0-1,0-0-0
2023-04-04,6,KIA,2,1,1,0,0.5,0.5,1승0무1패,1승,0-0-0,1-0-1
2023-04-04,8,NC,3,1,2,0,0.333,1.0,1승0무2패,2패,0-0-0,1-0-2
2023-04-04,8,롯데,3,1,2,0,0.333,1.0,1승0무2패,1패,0-0-0,1-0-2
2023-04-04,10,한화,3,0,3,0,0.0,2.0,0승0무3패,3패,0-0-0,0-0-3
2023-04-05,1,키움,4,3,1,0,0.75,0.0,3승0무1패,1승,3-0-1,0-0-0
2023-04-05,2,SSG,3,2,1,0,0.667,0.5,2승0무1패,1승,2-0-1,0-0-0
2023-04-05,2,삼성,3,2,1,0,0.667,0.5,2승0무1패,2승,2-0-1,0-0-0
2023-04-05,4,LG,4,2,2,0,0.5,1.0,2승0무2패,1패,0-0-0,2-0-2
2023-04-05,4,KT,2,1,1,0,0.5,1.0,1승0무1패,1패,1-0-1,0-0-0
2023-04-05,4,KIA,2,1,1,0,0.5,1.0,1승0무1패,1승,0-0-0,1-0-1
2023-04-05,4,NC,4,2,2,0,0.5,1.0,2승0무2패,1승,0-0-0,2-0-2
2023-04-05,4,두산,4,2,2,0,0.5,1.0,2승0무2패,1패,2-0-2,0-0-0
2023-04-05,9,롯데,3,1,2,0,0.333,1.5,1승0무2패,1패,0-0-0,1-0-2
2023-04-05,10,한화,3,0,3,0,0.0,2.5,0승0무3패,3패,0-0-0,0-0-3
2023-04-06,1,SSG,3,2,1,0,0.667,0.0,2승0무1패,1승,2-0-1,0-0-0
2023-04-06,2,키움,5,3,2,0,0.6,0.0,3승0무2패,1패,3-0-2,0-0-0
2023-04-06,2,LG,5,3,2,0,0.6,0.0,3승0무2패,1승,0-0-0,3-0-2
2023-04-06,2,두산,5,3,2,0,0.6,0.0,3승0무2패,1승,3-0-2,0-0-0
2023-04-06,5,KT,2,1,1,0,0.5,0.5,1승0무1패,1패,1-0-1,0-0-0
2023-04-06,5,KIA,2,1,1,0,0.5,0.5,1승0무1패,1승,0-0-0,1-0-1
2023-04-06,5,삼성,4,2,2,0,0.5,0.5,2승0무2패,1패,2-0-2,0-0-0
2023-04-06,8,NC,5,2,3,0,0.4,1.0,2승0무3패,1패,0-0-0,2-0-3
2023-04-06,9,롯데,3,1,2,0,0.333,1.0,1승0무2패,1패,0-0-0,1-0-2
2023-04-06,10,한화,4,1,3,0,0.25,1.5,1승0무3패,1승,0-0-0,1-0-3
2023-04-07,1,SSG,4,3,1,0,0.75,0.0,3승0무1패,2승,2-0-1,1-0-0
2023-04-07,2,LG,6,4,2,0,0.667,0.0,4승0무2패,2승,1-0-0,3-0-2
2023-04-07,2,KT,3,2,1,0,0.667,0.5,2승0무1패,1승,1-0-1,1-0-0
2023-04-07,2,두산,6,4,2,0,0.667,0.0,4승0무2패,2승,3-0-2,1-0-0
2023-04-07,5,키움,6,3,3,0,0.5,1.0,3승0무3패,2패,3-0-2,0-0-1
2023-04-07,5,NC,6,3,3,0,0.5,1.0,3승0무3패,1승,1-0-0,2-0-3
2023-04-07,7,삼성,5,2,3,0,0.4,1.5,2승0무3패,2패,2-0-2,0-0-1
2023-04-07,8,KIA,3,1,2,0,0.333,1.5,1승0무2패,1패,0-0-1,1-0-1
2023-04-07,9,롯데,4,1,3,0,0.25,2.0,1승0무3패,2패,0-0-1,1-0-2
2023-04-07,10,한화,5,1,4,0,0.2,2.5,1승0무4패,1패,0-0-1,1-0-3
2023-04-08,1,SSG,5,4,1,0,0.8,0.0,4승0무1패,3승,2-0-1,2-0-0
2023-04-08,2,KT,4,3,1,0,0.75,0.5,3승0무1패,2승,1-0-1,2-0-0
2023-04-08,3,LG,7,5,2,0,0.714,0.0,5승0무2패,3승,2-0-0,3-0-2
2023-04-08,4,NC,7,4,3,0,0.571,1.0,4승0무3패,2승,2-0-0,2-0-3
2023-04-08,4,두산,7,4,3,0,0.571,1.0,4승0무3패,1패,3-0-2,1-0-1
2023-04-08,6,KIA,4,2,2,0,0.5,1.5,2승0무2패,1승,1-0-1,1-0-1
2023-04-08,7,키움,7,3,4,0,0.429,2.0,3승0무4패,3패,3-0-2,0-0-2
2023-04-08,8,삼성,6,2,4,0,0.333,2.5,2승0무4패,3패,2-0-2,0-0-2
2023-04-08,9,롯데,5,1,4,0,0.2,3.0,1승0무4패,3패,0-0-2,1-0-2
2023-04-08,10,한화,6,1,5,0,0.167,3.5,1승0무5패,2패,0-0-2,1-0-3
2023-04-09,1,SSG,6,5,1,0,0.833,0.0,5승0무1패,4승,2-0-1,3-0-0
2023-04-09,2,LG,8,6,2,0,0.75,0.0,6승0무2패,4승,3-0-0,3-0-2
2023-04-09,3,NC,8,5,3,0,0.625,1.0,5승0무3패,3승,3-0-0,2-0-3
2023-04-09,3,두산,8,5,3,0,0.625,1.0,5승0무3패,1승,3-0-2,2-0-1
2023-04-09,5,KT,5,3,2,0,0.6,1.5,3승0무2패,1패,1-0-1,2-0-1
2023-04-09,6,KIA,5,2,3,0,0.4,2.5,2승0무3패,1패,1-0-2,1-0-1
2023-04-09,7,키움,8,3,5,0,0.375,3.0,3승0무5패,4패,3-0-2,0-0-3
2023-04-09,8,롯데,6,2,4,0,0.333,3.0,2승0무4패,1승,1-0-2,1-0-2
2023-04-09,9,삼성,7,2,5,0,0.286,3.5,2승0무5패,4패,2-0-2,0-0-3
2023-04-09,10,한화,7,1,6,0,0.143,4.5,1승0무6패,3패,0-0-3,1-0-3
2023-04-11,1,SSG,7,6,1,0,0.857,0.0,6승0무1패,5승,2-0-1,4-0-0
2023-04-11,2,LG,9,6,3,0,0.667,1.0,6승0무3패,1패,3-0-0,3-0-3
2023-04-11,2,NC,9,6,3,0,0.667,1.0,6승0무3패,4승,4-0-0,2-0-3
2023-04-11,2,두산,9,6,3,0,0.667,1.0,6승0무3패,2승,4-0-2,2-0-1
2023-04-11,5,KT,6,3,3,0,0.5,2.5,3승0무3패,2패,1-0-1,2-0-2
2023-04-11,6,롯데,7,3,4,0,0.429,3.0,3승0무4패,2승,2-0-2,1-0-2
2023-04-11,7,키움,9,3,6,0,0.333,4.0,3승0무6패,5패,3-0-2,0-0-4
2023-04-11,7,KIA,6,2,4,0,0.333,3.5,2승0무4패,2패,1-0-3,1-0-1
2023-04-11,9,삼성,8,2,6,0,0.25,4.5,2승0무6패,5패,2-0-3,0-0-3
2023-04-11,9,한화,8,2,6,0,0.25,4.5,2승0무6패,1승,0-0-3,2-0-3
2023-04-12,1,SSG,8,7,1,0,0.875,0.0,7승0무1패,6승,2-0-1,5-0-0
2023-04-12,2,LG,10,7,3,0,0.7,1.0,7승0무3패,1승,3-0-0,4-0-3
2023-04-12,2,NC,10,7,3,0,0.7,1.0,7승0무3패,5승,5-0-0,2-0-3
2023-04-12,4,두산,9,6,3,0,0.667,1.5,6승0무3패,2승,4-0-2,2-0-1
2023-04-12,5,KT,7,3,4,0,0.429,3.5,3승0무4패,3패,1-0-1,2-0-3
2023-04-12,5,KIA,7,3,4,0,0.429,3.5,3승0무4패,1승,2-0-3,1-0-1
2023-04-12,7,롯데,8,3,5,0,0.375,4.0,3승0무5패,1패,2-0-3,1-0-2
2023-04-12,8,키움,9,3,6,0,0.333,4.5,3승0무6패,5패,3-0-2,0-0-4
2023-04-12,9,삼성,9,2,7,0,0.222,5.5,2승0무7패,6패,2-0-4,0-0-3
2023-04-12,9,한화,9,2,7,0,0.222,5.5,2승0무7패,1패,0-0-3,2-0-4
2023-04-13,1,SSG,9,7,2,0,0.778,0.0,7승0무2패,1패,2-0-1,5-0-1
2023-04-13,2,LG,11,7,4,0,0.636,1.0,7승0무3패,1패,3-0-0,4-0-4
2023-04-13,2,NC,11,7,4,0,0.636,1.0,6승0무4패,1패,5-0-1,2-0-3
2023-04-13,4,두산,10,6,4,0,0.6,1.5,6승0무4패,1패,4-0-3,2-0-1
2023-04-13,5,KT,8,4,4,0,0.5,2.5,4승0무4패,1승,1-0-1,3-0-3
2023-04-13,6,롯데,9,4,5,0,0.444,3.0,4승0무5패,1승,3-0-3,1-0-2
2023-04-13,7,키움,10,4,6,0,0.4,3.5,4승0무6패,1승,3-0-2,1-0-4
2023-04-13,8,KIA,8,3,5,0,0.375,3.5,3승0무5패,1패,2-0-4,1-0-1
2023-04-13,9,삼성,10,3,7,0,0.3,4.5,3승0무7패,1승,3-0-4,0-0-3
2023-04-13,9,한화,10,3,7,0,0.3,4.5,3승0무7패,1승,0-0-3,3-0-4
2023-04-14,1,SSG,10,8,2,0,0.8,0.0,8승0무2패,1승,3-0-1,5-0-1
2023-04-14,2,LG,12,8,4,0,0.667,1.0,7승0무3패,1승,4-0-0,4-0-4
2023-04-14,3,NC,12,7,5,0,0.583,2.0,6승0무4패,2패,5-0-1,2-0-4
2023-04-14,4,두산,11,6,5,0,0.545,2.5,5승0무5패,2패,4-0-3,2-0-2
2023-04-14,5,KT,9,4,4,1,0.5,3.0,4승1무4패,1승,1-1-1,3-0-3
2023-04-14,6,키움,11,5,6,0,0.455,3.5,4승0무6패,2승,4-0-2,1-0-4
2023-04-14,7,롯데,10,4,6,0,0.4,4.0,4승0무6패,1패,3-0-3,1-0-3
2023-04-14,8,삼성,11,4,7,0,0.364,4.5,4승0무6패,2승,4-0-4,0-0-3
2023-04-14,9,KIA,9,3,6,0,0.333,4.5,3승0무6패,2패,2-0-4,1-0-2
2023-04-14,10,한화,11,3,7,1,0.3,5.0,3승1무6패,1승,0-0-3,3-1-4
2023-04-15,1,SSG,11,8,3,0,0.727,0.0,7승0무3패,1패,3-0-2,5-0-1
2023-04-15,2,LG,13,9,4,0,0.692,0.0,7승0무3패,2승,5-0-0,4-0-4
2023-04-15,3,NC,13,8,5,0,0.615,1.0,7승0무3패,1승,5-0-1,3-0-4
2023-04-15,4,키움,12,6,6,0,0.5,2.5,4승0무6패,3승,5-0-2,1-0-4
2023-04-15,4,두산,12,6,6,0,0.5,2.5,5승0무5패,3패,4-0-3,2-0-3
2023-04-15,6,롯데,11,5,6,0,0.455,3.0,5승0무5패,1승,3-0-3,2-0-3
2023-04-15,7,KT,10,4,5,1,0.444,3.0,4승1무5패,1패,1-1-2,3-0-3
2023-04-15,8,한화,12,4,7,1,0.364,4.0,4승1무5패,2승,0-0-3,4-1-4
2023-04-15,9,삼성,12,4,8,0,0.333,4.5,3승0무7패,1패,4-0-5,0-0-3
2023-04-15,10,KIA,10,3,7,0,0.3,4.5,3승0무7패,3패,2-0-4,1-0-3
2023-04-16,1,SSG,12,8,4,0,0.667,0.0,7승0무3패,2패,3-0-3,5-0-1
2023-04-16,2,LG,14,9,5,0,0.643,0.0,7승0무3패,1패,5-0-1,4-0-4
2023-04-16,2,NC,14,9,5,0,0.643,0.0,7승0무3패,2승,5-0-1,4-0-4
2023-04-16,4,키움,13,7,6,0,0.538,1.5,5승0무5패,4승,6-0-2,1-0-4
2023-04-16,4,두산,13,7,6,0,0.538,1.5,5승0무5패,1승,4-0-3,3-0-3
2023-04-16,6,KT,11,5,5,1,0.5,2.0,4승1무5패,1승,2-1-2,3-0-3
2023-04-16,7,롯데,12,5,7,0,0.417,3.0,4승0무6패,1패,3-0-3,2-0-4
2023-04-16,8,삼성,13,5,8,0,0.385,3.5,3승0무7패,1승,5-0-5,0-0-3
2023-04-16,9,한화,13,4,8,1,0.333,4.0,4승1무5패,1패,0-0-3,4-1-5
2023-04-16,10,KIA,11,3,8,0,0.273,4.5,3승0무7패,4패,2-0-4,1-0-4
2023-04-18,1,NC,15,10,5,0,0.667,0.0,8승0무2패,3승,5-0-1,5-0-4
2023-04-18,2,SSG,13,8,5,0,0.615,1.0,6승0무4패,3패,3-0-3,5-0-2
2023-04-18,3,LG,15,9,6,0,0.6,1.0,6승0무4패,2패,5-0-2,4-0-4
2023-04-18,4,두산,14,8,6,0,0.571,1.5,6승0무4패,2승,4-0-3,4-0-3
2023-04-18,5,KT,12,6,5,1,0.545,2.0,5승1무4패,2승,3-1-2,3-0-3
2023-04-18,6,키움,14,7,7,0,0.5,2.5,4승0무6패,1패,6-0-3,1-0-4
2023-04-18,7,롯데,13,6,7,0,0.462,3.0,5승0무5패,1승,4-0-3,2-0-4
2023-04-18,8,삼성,14,6,8,0,0.429,3.5,4승0무6패,2승,5-0-5,1-0-3
2023-04-18,9,한화,14,4,9,1,0.308,5.0,3승1무6패,2패,0-0-4,4-1-5
2023-04-18,10,KIA,12,3,9,0,0.25,5.5,2승0무8패,5패,2-0-4,1-0-5
2023-04-19,1,LG,16,10,6,0,0.625,0.0,6승0무4패,1승,6-0-2,4-0-4
2023-04-19,1,NC,16,10,6,0,0.625,0.0,7승0무3패,1패,5-0-1,5-0-5
2023-04-19,3,KT,13,7,5,1,0.583,1.0,5승1무4패,3승,4-1-2,3-0-3
2023-04-19,4,SSG,14,8,6,0,0.571,1.0,5승0무5패,4패,3-0-3,5-0-3
2023-04-19,5,두산,15,8,7,0,0.533,1.5,5승0무5패,1패,4-0-3,4-0-4
2023-04-19,6,키움,15,7,8,0,0.467,2.5,4승0무6패,2패,6-0-4,1-0-4
2023-04-19,6,삼성,15,7,8,0,0.467,2.5,5승0무5패,3승,5-0-5,2-0-3
2023-04-19,8,롯데,14,6,8,0,0.429,3.0,5승0무5패,1패,4-0-4,2-0-4
2023-04-19,9,한화,15,5,9,1,0.357,4.0,4승1무5패,1승,1-0-4,4-1-5
2023-04-19,10,KIA,13,4,9,0,0.308,4.5,3승0무7패,1승,2-0-4,2-0-5
2023-04-20,1,LG,17,11,6,0,0.647,0.0,6승0무4패,2승,7-0-2,4-0-4
2023-04-20,2,SSG,15,9,6,0,0.6,1.0,5승0무5패,1승,3-0-3,6-0-3
2023-04-20,3,NC,17,10,7,0,0.588,1.0,6승0무4패,2패,5-0-1,5-0-6
2023-04-20,4,두산,16,9,7,0,0.563,1.5,5승0무5패,1승,4-0-3,5-0-4
2023-04-20,5,KT,14,7,6,1,0.538,2.0,4승1무5패,1패,4-1-3,3-0-3
2023-04-20,6,키움,16,8,8,0,0.5,2.5,5승0무5패,1승,7-0-4,1-0-4
2023-04-20,7,롯데,15,7,8,0,0.467,3.0,6승0무4패,1승,5-0-4,2-0-4
2023-04-20,8,삼성,16,7,9,0,0.438,3.5,5승0무5패,1패,5-0-5,2-0-4
2023-04-20,9,한화,16,5,10,1,0.333,5.0,4승1무5패,1패,1-0-5,4-1-5
2023-04-20,10,KIA,14,4,10,0,0.286,5.5,2승0무8패,1패,2-0-4,2-0-6
2023-04-21,1,LG,18,12,6,0,0.667,0.0,6승0무4패,3승,7-0-2,5-0-4
2023-04-21,2,SSG,16,10,6,0,0.625,1.0,5승0무5패,2승,4-0-3,6-0-3
2023-04-21,3,두산,17,10,7,0,0.588,1.5,6승0무4패,2승,5-0-3,5-0-4
2023-04-21,4,NC,18,10,8,0,0.556,2.0,5승0무5패,3패,5-0-2,5-0-6
2023-04-21,5,KT,15,7,7,1,0.5,3.0,4승1무5패,2패,4-1-3,3-0-4
2023-04-21,5,롯데,16,8,8,0,0.5,3.0,6승0무4패,2승,5-0-4,3-0-4
2023-04-21,7,키움,17,8,9,0,0.471,3.5,5승0무5패,1패,7-0-4,1-0-5
2023-04-21,8,삼성,17,7,10,0,0.412,4.5,5승0무5패,2패,5-0-5,2-0-5
2023-04-21,9,KIA,15,5,10,0,0.333,5.5,3승0무7패,1승,3-0-4,2-0-6
2023-04-21,10,한화,17,5,11,1,0.313,6.0,4승1무5패,2패,1-0-6,4-1-5
2023-04-22,1,LG,19,13,6,0,0.684,0.0,7승0무3패,4승,7-0-2,6-0-4
2023-04-22,2,SSG,17,11,6,0,0.647,1.0,5승0무5패,3승,5-0-3,6-0-3
2023-04-22,3,두산,18,11,7,0,0.611,1.5,6승0무4패,3승,6-0-3,5-0-4
2023-04-22,4,롯데,17,9,8,0,0.529,3.0,6승0무4패,3승,5-0-4,4-0-4
2023-04-22,5,NC,19,10,9,0,0.526,3.0,4승0무6패,4패,5-0-3,5-0-6
2023-04-22,6,KT,16,7,8,1,0.467,4.0,4승1무5패,3패,4-1-3,3-0-5
2023-04-22,7,키움,18,8,10,0,0.444,4.5,5승0무5패,2패,7-0-4,1-0-6
2023-04-22,8,삼성,18,7,11,0,0.389,5.5,5승0무5패,3패,5-0-5,2-0-6
2023-04-22,9,KIA,16,6,10,0,0.375,5.5,4승0무6패,2승,4-0-4,2-0-6
2023-04-22,10,한화,18,5,12,1,0.294,7.0,3승1무6패,3패,1-0-7,4-1-5
2023-04-23,1,SSG,18,12,6,0,0.667,0.0,5승0무5패,4승,6-0-3,6-0-3
2023-04-23,2,LG,20,13,7,0,0.65,0.0,6승0무4패,1패,7-0-2,6-0-5
2023-04-23,3,두산,19,11,7,1,0.611,1.0,5승1무4패,3승,6-1-3,5-0-4
2023-04-23,4,롯데,18,10,8,0,0.556,2.0,7승0무3패,4승,5-0-4,5-0-4
2023-04-23,5,NC,20,10,10,0,0.5,3.0,3승0무7패,5패,5-0-4,5-0-6
2023-04-23,6,KT,17,7,8,2,0.467,3.5,4승2무4패,3패,4-1-3,3-1-5
2023-04-23,7,키움,19,8,11,0,0.421,4.5,5승0무5패,3패,7-0-4,1-0-7
2023-04-23,8,KIA,17,7,10,0,0.412,4.5,4승0무6패,3승,5-0-4,2-0-6
2023-04-23,9,삼성,19,7,12,0,0.368,5.5,5승0무5패,4패,5-0-5,2-0-7
2023-04-23,10,한화,19,6,12,1,0.333,6.0,4승1무5패,1승,2-0-7,4-1-5
2023-04-25,1,LG,21,14,7,0,0.667,0.0,7승0무3패,1승,8-0-2,6-0-5
2023-04-25,2,SSG,19,12,7,0,0.632,1.0,5승0무5패,1패,6-0-3,6-0-4
2023-04-25,3,두산,19,11,7,1,0.611,1.5,5승1무4패,3승,6-1-3,5-0-4
2023-04-25,4,롯데,18,10,8,0,0.556,2.5,7승0무3패,4승,5-0-4,5-0-4
2023-04-25,5,NC,21,11,10,0,0.524,3.0,4승0무6패,1승,5-0-4,6-0-6
2023-04-25,6,키움,20,9,11,0,0.45,4.5,5승0무5패,1승,8-0-4,1-0-7
2023-04-25,7,KT,18,7,9,2,0.438,4.5,3승2무5패,4패,4-1-3,3-1-6
2023-04-25,8,KIA,18,7,11,0,0.389,5.5,4승0무6패,1패,5-0-5,2-0-6
2023-04-25,9,삼성,19,7,12,0,0.368,6.0,5승0무5패,4패,5-0-5,2-0-7
2023-04-25,10,한화,19,6,12,1,0.333,6.5,4승1무5패,1승,2-0-7,4-1-5
2023-04-26,1,SSG,20,13,7,0,0.65,0.0,5승0무5패,1승,6-0-3,7-0-4
2023-04-26,2,LG,22,14,8,0,0.636,0.0,6승0무4패,1패,8-0-3,6-0-5
2023-04-26,3,롯데,19,11,8,0,0.579,1.5,7승0무3패,5승,6-0-4,5-0-4
2023-04-26,3,두산,20,11,8,1,0.579,1.5,5승1무4패,1패,6-1-3,5-0-5
2023-04-26,5,NC,22,11,11,0,0.5,3.0,4승0무6패,1패,5-0-4,6-0-7
2023-04-26,6,키움,21,10,11,0,0.476,3.5,5승0무5패,2승,9-0-4,1-0-7
2023-04-26,7,KIA,19,8,11,0,0.421,4.5,5승0무5패,1승,6-0-5,2-0-6
2023-04-26,8,KT,19,7,10,2,0.412,4.5,3승1무6패,5패,4-1-3,3-1-7
2023-04-26,9,삼성,20,8,12,0,0.4,5.0,5승0무5패,1승,6-0-5,2-0-7
2023-04-26,10,한화,20,6,13,1,0.316,6.5,3승1무6패,1패,2-0-7,4-1-6
2023-04-27,1,LG,23,15,8,0,0.652,0.0,6승0무4패,1승,9-0-3,6-0-5
2023-04-27,2,SSG,21,13,8,0,0.619,1.0,5승0무5패,1패,6-0-3,7-0-5
2023-04-27,3,롯데,20,12,8,0,0.6,1.5,8승0무2패,6승,7-0-4,5-0-4
2023-04-27,4,두산,21,11,9,1,0.55,2.5,5승1무4패,2패,6-1-3,5-0-6
2023-04-27,5,키움,22,11,11,0,0.5,3.5,5승0무5패,3승,10-0-4,1-0-7
2023-04-27,6,NC,23,11,12,0,0.478,4.0,3승0무7패,2패,5-0-4,6-0-8
2023-04-27,7,KIA,20,9,11,0,0.45,4.5,6승0무4패,2승,7-0-5,2-0-6
2023-04-27,8,삼성,21,9,12,0,0.429,5.0,5승0무5패,2승,7-0-5,2-0-7
2023-04-27,9,KT,20,7,11,2,0.389,5.5,3승1무6패,6패,4-1-3,3-1-8
2023-04-27,10,한화,21,6,14,1,0.3,7.5,3승0무7패,2패,2-0-7,4-1-7
2023-04-28,1,SSG,22,14,8,0,0.636,0.0,6승0무4패,1승,7-0-3,7-0-5
2023-04-28,2,LG,24,15,9,0,0.625,0.0,6승0무4패,1패,9-0-4,6-0-5
2023-04-28,3,롯데,21,13,8,0,0.619,0.5,8승0무2패,7승,8-0-4,5-0-4
2023-04-28,4,두산,22,11,10,1,0.524,2.5,5승1무4패,3패,6-1-3,5-0-7
2023-04-28,5,NC,24,12,12,0,0.5,3.0,3승0무7패,1승,5-0-4,7-0-8
2023-04-28,6,키움,23,11,12,0,0.478,3.5,4승0무6패,1패,10-0-4,1-0-8
2023-04-28,7,KIA,21,10,11,0,0.476,3.5,7승0무3패,3승,7-0-5,3-0-6
2023-04-28,8,삼성,22,10,12,0,0.455,4.0,6승0무4패,3승,7-0-5,3-0-7
2023-04-28,9,KT,21,7,12,2,0.368,5.5,2승1무7패,7패,4-1-4,3-1-8
2023-04-28,10,한화,22,6,15,1,0.286,7.5,2승0무8패,3패,2-0-8,4-1-7
2023-04-29,1,SSG,23,15,8,0,0.652,0.0,7승0무3패,2승,8-0-3,7-0-5
2023-04-29,2,롯데,21,13,8,0,0.619,1.0,8승0무2패,7승,8-0-4,5-0-4
2023-04-29,3,LG,25,15,10,0,0.6,1.0,6승0무4패,2패,9-0-5,6-0-5
2023-04-29,4,NC,25,13,12,0,0.52,3.0,3승0무7패,2승,5-0-4,8-0-8
2023-04-29,5,KIA,22,11,11,0,0.5,3.5,8승0무2패,4승,7-0-5,4-0-6
2023-04-29,5,두산,23,11,11,1,0.5,3.5,4승1무5패,4패,6-1-3,5-0-8
2023-04-29,7,키움,23,11,12,0,0.478,4.0,4승0무6패,1패,10-0-4,1-0-8
2023-04-29,7,삼성,23,11,12,0,0.478,4.0,6승0무4패,4승,7-0-5,4-0-7
2023-04-29,9,KT,22,7,13,2,0.35,6.5,1승1무8패,8패,4-1-5,3-1-8
2023-04-29,10,한화,23,6,16,1,0.273,8.5,2승0무8패,4패,2-0-9,4-1-7
2023-04-30,1,롯데,22,14,8,0,0.636,0.0,9승0무1패,8승,9-0-4,5-0-4
2023-04-30,2,SSG,24,15,9,0,0.625,0.0,7승0무3패,1패,8-0-4,7-0-5
2023-04-30,3,LG,26,15,11,0,0.577,1.0,5승0무5패,3패,9-0-6,6-0-5
2023-04-30,4,NC,26,14,12,0,0.538,2.0,4승0무6패,3승,5-0-4,9-0-8
2023-04-30,5,KIA,23,12,11,0,0.522,2.5,8승0무2패,5승,7-0-5,5-0-6
2023-04-30,5,두산,24,12,11,1,0.522,2.5,4승1무5패,1승,6-1-3,6-0-8
2023-04-30,7,삼성,24,12,12,0,0.5,3.0,6승0무4패,5승,7-0-5,5-0-7
2023-04-30,8,키움,24,11,13,0,0.458,4.0,4승0무6패,2패,10-0-4,1-0-9
2023-04-30,9,KT,23,7,14,2,0.333,6.5,0승1무9패,9패,4-1-6,3-1-8
2023-04-30,10,한화,24,6,17,1,0.261,8.5,2승0무8패,5패,2-0-10,4-1-7
2023-05-02,1,롯데,23,15,8,0,0.652,0.0,9승0무1패,9승,9-0-4,6-0-4
2023-05-02,2,SSG,25,15,10,0,0.6,1.0,6승0무4패,2패,8-0-5,7-0-5
2023-05-02,3,LG,27,16,11,0,0.593,1.0,5승0무5패,1승,9-0-6,7-0-5
2023-05-02,4,두산,25,13,11,1,0.542,2.5,5승1무4패,2승,7-1-3,6-0-8
2023-05-02,5,NC,27,14,13,0,0.519,3.0,4승0무6패,1패,5-0-5,9-0-8
2023-05-02,6,KIA,24,12,12,0,0.5,3.5,8승0무2패,1패,7-0-6,5-0-6
2023-05-02,7,키움,25,12,13,0,0.48,4.0,5승0무5패,1승,10-0-4,2-0-9
2023-05-02,7,삼성,25,12,13,0,0.48,4.0,5승0무5패,1패,7-0-6,5-0-7
2023-05-02,9,KT,24,8,14,2,0.364,6.5,1승1무8패,1승,4-1-6,4-1-8
2023-05-02,10,한화,25,6,18,1,0.25,9.5,1승0무9패,6패,2-0-10,4-1-8
2023-05-03,1,롯데,24,15,9,0,0.625,0.0,9승0무1패,1패,9-0-4,6-0-5
2023-05-03,2,SSG,26,16,10,0,0.615,0.0,6승0무4패,1승,9-0-5,7-0-5
2023-05-03,3,LG,28,17,11,0,0.607,0.0,5승0무5패,2승,9-0-6,8-0-5
2023-05-03,4,KIA,25,13,12,0,0.52,2.5,8승0무2패,1승,8-0-6,5-0-6
2023-05-03,4,두산,26,13,12,1,0.52,2.5,4승1무5패,1패,7-1-4,6-0-8
2023-05-03,6,키움,26,13,13,0,0.5,3.0,5승0무5패,2승,10-0-4,3-0-9
