선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
서균,한화,투수,3,0,1 2/3,1,0,0,0,0,0.000,0,0,0,-
송윤준,한화,투수,17,0,12 2/3,0,0,0,0,0,-,0,0,0,-
송호정,한화,2루수,1,0,1,0,0,0,0,0,-,0,0,0,-
송호정,한화,좌익수,1,0,1,0,0,0,0,0,-,0,0,0,-
송호정,한화,유격수,4,2,22,1,0,0,4,0,0.800,0,0,0,-
신정락,한화,투수,20,0,20,0,0,2,3,0,1.000,0,0,0,-
신지후,한화,투수,2,0,1/3,0,0,0,0,0,-,0,0,0,-
오동욱,한화,투수,34,0,25,0,0,2,2,1,1.0,0,0,0,-
유로결,한화,좌익수,2,1,11,0,0,4,0,0,1.000,0,0,0,-
유로결,한화,우익수,3,2,19,0,0,3,0,0,1.000,0,0,0,-
유로결,한화,중견수,29,25,223,0,0,70,1,1,1.0,0,0,0,-
윤대경,한화,투수,43,9,77 2/3,0,0,4,2,1,1.0,0,0,0,-
윤산흠,한화,투수,5,0,3,0,0,0,2,1,1.000,0,0,0,-
윤호솔,한화,투수,55,0,48 2/3,1,0,0,0,0,0.0,0,0,0,-
이도윤,한화,3루수,18,4,66 2/3,1,0,6,19,2,0.962,0,0,0,-
이도윤,한화,2루수,16,2,38,0,0,5,11,0,1.000,0,0,0,-
이도윤,한화,유격수,21,6,81,3,0,11,16,4,0.900,0,0,0,-
이성곤,한화,1루수,40,35,288,4,0,258,15,23,0.986,0,0,0,-
이성열,한화,1루수,10,7,64,1,0,46,5,5,0.981,0,0,0,-
이승관,한화,투수,8,2,5 2/3,0,0,0,1,0,1.000,0,0,0,-
이시원,한화,좌익수,4,0,10,0,0,3,0,0,1.000,0,0,0,-
이시원,한화,중견수,22,15,140 2/3,1,0,50,1,0,0.981,0,0,0,-
이원석,한화,중견수,38,31,295,1,0,71,1,1,0.986,0,0,0,-
이원석,한화,좌익수,2,0,4,0,0,1,0,0,1.000,0,0,0,-
이원석,한화,우익수,1,0,1,0,0,0,0,0,-,0,0,0,-
이충호,한화,투수,17,0,16 1/3,1,0,0,2,1,0.667,0,0,0,-
이해창,한화,포수,20,16,149,1,2,112,16,1,0.992,1,13,3,18.8
임종찬,한화,우익수,40,38,329,1,0,70,0,0,0.986,0,0,0,-
임준섭,한화,투수,13,0,10 2/3,0,0,0,0,0,-,0,0,0,-
장규현,한화,포수,4,1,16,0,0,12,0,0,1.000,0,3,0,0.0
장민재,한화,투수,12,6,29 1/3,0,0,0,2,0,1.000,0,0,0,-
장시환,한화,투수,19,16,69,2,0,4,7,1,0.846,0,0,0,-
장운호,한화,우익수,59,34,349,0,0,85,3,2,1.0,0,0,0,-
장운호,한화,중견수,23,22,162,0,0,56,2,0,1.0,0,0,0,-
장운호,한화,좌익수,34,23,216,0,0,49,0,0,1.0,0,0,0,-
장웅정,한화,투수,4,0,7 1/3,0,0,2,0,0,1.000,0,0,0,-
장지승,한화,좌익수,3,2,17,0,0,4,0,0,1.000,0,0,0,-
장지승,한화,우익수,18,16,129,1,0,28,0,0,0.966,0,0,0,-
정민규,한화,2루수,1,0,1,0,0,0,0,0,-,0,0,0,-
정민규,한화,3루수,3,3,19,3,0,2,7,1,0.750,0,0,0,-
정민규,한화,1루수,1,1,8,0,0,6,4,0,1.000,0,0,0,-
정우람,한화,투수,50,0,44 2/3,0,0,1,5,0,1.0,0,0,0,-
정은원,한화,2루수,125,122,1015 2/3,13,0,219,279,70,0.975,0,0,0,-
정은원,한화,유격수,1,1,9,0,0,1,0,0,1.000,0,0,0,-
정인욱,한화,투수,8,1,9 1/3,0,0,1,1,0,1.000,0,0,0,-
정진호,한화,좌익수,41,38,302 2/3,2,0,77,3,1,0.976,0,0,0,-
정진호,한화,투수,3,0,1 2/3,0,0,1,0,0,1.000,0,0,0,-
조한민,한화,1루수,7,6,43,0,0,36,4,5,1.000,0,0,0,-
조한민,한화,3루수,4,2,20,0,0,5,1,0,1.000,0,0,0,-
조한민,한화,2루수,9,4,41,1,0,12,10,2,0.957,0,0,0,-
조한민,한화,우익수,15,13,96 2/3,0,0,21,0,0,1.000,0,0,0,-
조한민,한화,중견수,3,2,16,0,0,4,0,0,1.000,0,0,0,-
조한민,한화,유격수,6,3,27,2,0,2,6,1,0.800,0,0,0,-
조한민,한화,좌익수,9,7,54,1,0,15,1,1,0.941,0,0,0,-
주현상,한화,투수,43,0,50 1/3,1,0,2,10,2,0.923,0,0,0,-
최인호,한화,좌익수,43,39,325 2/3,0,0,75,1,1,1.0,0,0,0,-
최인호,한화,우익수,2,1,10,0,0,2,0,0,1.000,0,0,0,-
최재훈,한화,1루수,1,0,2,0,0,2,0,0,1.000,0,0,0,-
최재훈,한화,포수,108,100,842,1,3,702,62,11,0.999,3,63,25,28.4
카펜터,한화,투수,31,30,170,3,1,6,16,1,0.88,0,0,0,-
킹험,한화,투수,25,25,144,1,0,13,15,1,0.966,0,0,0,-
페레즈,한화,우익수,6,3,28,0,0,6,0,0,1.000,0,0,0,-
페레즈,한화,3루수,7,6,49,2,0,4,8,1,0.857,0,0,0,-
페레즈,한화,좌익수,10,9,68,1,0,8,0,0,0.889,0,0,0,-
페레즈,한화,1루수,35,20,199,5,0,159,18,14,0.973,0,0,0,-
페레즈,한화,2루수,5,5,38,1,0,9,12,2,0.955,0,0,0,-
페레즈,한화,유격수,12,10,83,1,0,13,25,4,0.974,0,0,0,-
하주석,한화,유격수,113,111,923 2/3,14,0,131,231,40,0.963,0,0,0,-
허관회,한화,포수,17,9,94,1,0,74,3,0,0.987,2,10,1,9.1
황영국,한화,투수,18,0,14 2/3,0,0,1,0,0,1.000,0,0,0,-
힐리,한화,1루수,62,59,527,5,0,479,42,42,0.99,0,0,0,-
