year,player_id,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP
2022,65844,박세웅,삼성,6.75,5,0,0,0,0,,2.66,1,0,5,1,2,2,2,2.25
2022,61396,박정준,삼성,6.3,8,0,0,0,0,,10.00,10,2,5,1,4,7,7,1.5
2022,50411,박주혁,삼성,1.35,8,0,0,0,0,,6.66,5,1,4,0,3,3,1,1.35
2022,77446,백정현,삼성,5.27,24,4,13,0,0,0.235,124.66,154,22,37,9,70,76,73,1.53
2022,50404,뷰캐넌,삼성,3.04,26,11,8,0,0,0.579,160.00,176,10,39,8,117,61,54,1.34
2022,52457,수아레즈,삼성,2.49,30,6,8,0,0,0.429,173.66,151,7,50,4,159,61,48,1.16
2022,68415,양창섭,삼성,8.41,6,2,3,0,0,0.4,20.33,24,3,12,1,10,19,19,1.77
2022,75421,오승환,삼성,3.32,57,6,2,31,2,0.75,57.00,59,8,13,1,51,23,21,1.26
2022,73117,우규민,삼성,3.26,60,4,3,1,16,0.571,47.00,55,3,6,4,31,21,17,1.3
2022,69446,원태인,삼성,3.92,27,10,8,0,0,0.556,165.33,175,16,38,4,130,75,72,1.29
2022,63960,이상민,삼성,3.68,46,0,0,0,9,,29.33,30,5,15,3,23,13,12,1.53
2022,64464,이수민,삼성,5.79,4,0,0,0,0,,4.66,3,1,5,1,2,3,3,1.71
2022,50464,이승민,삼성,1.69,2,0,0,0,0,,5.33,2,0,5,0,2,1,1,1.31
2022,51454,이승현,삼성,4.53,58,2,4,1,14,0.333,47.66,43,5,21,3,57,28,24,1.34
2022,60146,이승현,삼성,4.68,54,0,2,0,13,0,50.00,48,5,22,3,39,26,26,1.4
2022,63492,이재익,삼성,5.94,42,3,2,0,7,0.6,33.33,41,4,9,1,21,25,22,1.5
2022,66493,임대한,삼성,5.27,12,2,1,0,1,0.667,13.66,12,1,9,1,8,11,8,1.54
2022,77927,장필준,삼성,5.7,19,0,3,0,0,0,30.00,38,1,15,3,17,20,19,1.77
2022,66451,최충연,삼성,4.7,38,0,1,0,0,0,38.33,39,3,20,5,29,24,20,1.54
2022,68501,최하늘,삼성,6.15,14,1,4,0,1,0.2,33.66,42,5,15,2,18,23,23,1.69
2022,50449,허윤동,삼성,6.55,12,4,3,0,0,0.571,55.00,64,8,34,6,36,43,40,1.78
2022,65496,홍정우,삼성,3.04,26,5,2,0,1,0.714,26.66,19,3,13,0,20,10,9,1.2
2022,50441,황동재,삼성,7.06,16,1,3,0,0,0.25,66.33,91,9,31,0,53,58,52,1.84
2022,72523,고효준,SSG,3.72,45,1,0,0,7,1,38.66,35,1,20,2,35,18,16,1.42
2022,51867,김건우,SSG,9,2,0,0,0,0,,3.00,5,1,4,0,1,3,3,3
2022,77829,김광현,SSG,2.13,28,13,3,0,0,0.813,173.33,141,10,45,5,153,48,41,1.07
2022,76430,김상수,SSG,9,8,0,0,1,0,,8.00,9,2,4,1,3,8,8,1.63
2022,65411,김주온,SSG,11.25,5,0,0,0,0,,4.00,3,1,5,0,4,5,5,2
2022,79847,김태훈,SSG,10.13,9,0,0,1,3,,5.33,6,2,10,0,1,6,6,3
2022,65343,김택형,SSG,4.92,64,3,5,17,10,0.375,60.33,57,8,22,3,62,33,33,1.31
2022,73211,노경은,SSG,3.05,41,12,5,1,7,0.706,79.66,69,5,23,4,55,28,27,1.15
2022,52833,노바,SSG,6.5,12,3,4,0,0,0.429,63.66,78,5,25,5,32,50,46,1.62
2022,52808,모리만도,SSG,1.67,12,7,1,0,0,0.875,75.33,57,2,23,4,67,19,14,1.06
2022,62869,문승원,SSG,5.11,23,1,1,3,3,0.5,24.66,32,3,7,2,25,15,14,1.58
2022,64893,박민호,SSG,4.09,22,1,1,1,4,0.5,22.00,26,3,11,2,12,10,10,1.68
2022,50812,박시후,SSG,18,2,0,0,0,0,,1.00,3,0,0,0,0,2,2,3
2022,60841,박종훈,SSG,6,11,3,5,0,0,0.375,48.00,52,6,21,8,40,34,32,1.52
2022,64896,서동민,SSG,2.57,20,1,1,0,5,0.5,21.00,13,3,11,1,19,11,6,1.14
2022,61895,서진용,SSG,4.01,68,7,3,21,12,0.7,67.33,64,5,36,3,55,32,30,1.49
2022,62937,신재영,SSG,12.46,4,0,0,0,0,,4.33,9,2,0,0,4,6,6,2.08
2022,52873,신헌민,SSG,9,1,0,0,0,0,,1.00,3,0,0,0,1,2,1,3
2022,50859,오원석,SSG,4.5,31,6,8,0,0,0.429,144.00,158,16,58,3,112,79,72,1.5
2022,52867,윤태현,SSG,9,3,0,0,0,0,,2.00,2,0,2,0,2,2,2,2
2022,64861,이건욱,SSG,9,1,0,1,0,0,0,3.00,2,1,4,0,2,3,3,2
2022,60768,이태양,SSG,3.62,30,8,3,0,1,0.727,112.00,116,15,24,5,61,50,45,1.25
2022,51895,장지훈,SSG,4.25,40,2,0,0,6,1,55.00,56,6,11,3,33,26,26,1.22
2022,52809,전영준,SSG,7.2,4,0,0,0,0,,5.00,7,2,3,1,7,4,4,2
2022,65058,정성곤,SSG,10.13,2,0,0,0,0,,2.66,1,1,3,1,3,3,3,1.5
2022,51809,조요한,SSG,6.52,23,2,1,0,5,0.667,19.33,17,2,13,4,15,15,14,1.55
2022,68856,최민준,SSG,3.95,51,5,4,0,5,0.556,68.33,51,10,34,2,48,37,30,1.24
2022,51863,폰트,SSG,2.69,28,13,6,0,0,0.684,184.00,141,18,34,6,170,63,55,0.95
2022,68092,한두솔,SSG,16.88,8,0,0,0,0,,5.33,10,0,4,0,1,10,10,2.63
2023,66201,고봉재,두산,6.35,10,0,0,0,0,,11.33,12,0,7,1,7,8,8,1.68
2023,68220,곽빈,두산,2.9,23,12,7,0,0,0.632,127.33,96,7,58,5,106,44,41,1.21
2023,77263,김강률,두산,4.21,32,1,0,1,7,1,25.66,23,2,12,2,21,14,12,1.36
2023,51230,김동주,두산,4.14,18,3,6,0,0,0.333,78.33,73,5,35,4,59,37,36,1.38
2023,67246,김명신,두산,3.65,70,3,3,1,24,0.5,79.00,72,3,27,6,65,34,32,1.25
2023,68200,김민규,두산,4.32,6,0,0,0,0,,8.33,6,0,4,2,5,5,4,1.2
2023,53262,김유성,두산,9.95,7,0,0,0,0,,6.33,6,2,12,0,6,7,7,2.84
2023,68830,김정우,두산,9.45,7,0,0,0,0,,6.66,11,1,7,0,6,7,7,2.7
2023,68269,김호준,두산,12,3,0,0,0,0,,3.00,3,1,4,0,2,4,4,2.33
2023,53233,딜런,두산,8,2,0,1,0,0,0,9.00,10,2,5,0,2,9,8,1.67
2023,68249,박신지,두산,5.54,15,0,0,0,0,,26.00,39,1,11,3,15,16,16,1.92
2023,65639,박정수,두산,4.17,25,1,0,1,0,1,36.66,37,1,18,6,28,22,17,1.5
2023,67266,박치국,두산,3.59,62,5,3,2,11,0.625,52.66,54,3,21,5,48,22,21,1.42
2023,53298,백승우,두산,0,6,0,0,0,0,,4.00,3,0,3,1,1,0,0,1.5
2023,52257,브랜든,두산,2.49,18,11,3,0,0,0.786,104.66,80,4,30,12,100,34,29,1.05
2023,69045,알칸타라,두산,2.67,31,13,9,0,0,0.591,192.00,171,16,35,5,162,67,57,1.07
2023,52204,이병헌,두산,4.67,36,0,0,0,5,,27.00,25,2,22,1,28,16,14,1.74
2023,64805,이승진,두산,0,1,0,0,0,0,,,1,0,1,1,1,4,0,3
2023,66291,이영하,두산,5.49,36,5,3,0,4,0.625,39.33,40,2,21,4,28,27,24,1.55
2023,52295,이원재,두산,27,1,0,0,0,0,,1.00,3,0,3,0,0,3,3,6
2023,62951,이형범,두산,6.51,23,1,0,0,1,1,27.66,40,2,12,3,13,23,20,1.88
2023,74513,장원준,두산,5.27,11,3,5,0,0,0.375,41.00,53,4,11,2,24,27,24,1.56
2023,68242,정철원,두산,3.96,67,7,6,13,11,0.538,72.66,66,8,32,2,55,36,32,1.35
2023,50211,제환유,두산,13.5,1,0,0,0,0,,2.00,3,0,4,0,2,4,3,3.5
2023,51264,최승용,두산,3.97,34,3,6,1,0,0.333,111.00,116,9,34,4,82,54,49,1.35
2023,67263,최원준,두산,4.93,26,3,10,0,0,0.231,107.66,119,11,28,12,71,60,59,1.37
2023,52206,최지강,두산,5.32,25,2,1,0,2,0.667,22.00,16,0,20,1,14,13,13,1.64
2023,61643,홍건희,두산,3.06,64,1,5,22,5,0.167,61.66,67,4,24,0,62,28,21,1.48
2023,50705,강재민,한화,6.44,43,1,3,0,12,0.25,43.33,35,5,19,8,42,31,31,1.25
2023,51713,김규연,한화,2.75,23,0,1,1,0,0,19.66,16,0,10,2,20,7,6,1.32
2023,51715,김기중,한화,4.63,37,1,3,0,1,0.25,56.33,58,4,29,9,46,33,29,1.54
2023,65764,김민우,한화,6.97,12,1,6,0,0,0.143,51.66,65,6,28,2,43,43,40,1.8
2023,65769,김범수,한화,4.19,76,5,5,1,18,0.5,62.33,64,3,33,3,52,33,29,1.56
2023,53754,김서현,한화,7.25,20,0,0,1,0,,22.33,22,1,23,7,26,20,18,2.01
2023,66741,김재영,한화,10.13,6,0,0,0,0,,8.00,13,2,2,2,5,9,9,1.88
2023,50720,남지민,한화,6.45,16,1,7,0,0,0.125,37.66,54,0,13,6,23,31,27,1.78
2023,63103,류원석,한화,4.5,1,0,0,0,0,,2.00,1,0,0,1,1,1,1,0.5
2023,64029,류희운,한화,11.25,3,0,0,0,0,,4.00,6,1,2,0,4,5,5,2
2023,52701,문동주,한화,3.72,23,8,8,0,0,0.5,118.66,113,6,42,4,95,52,49,1.31
2023,67703,박상원,한화,3.65,55,5,3,16,0,0.625,61.66,63,2,29,3,57,35,25,1.49
2023,69762,박윤철,한화,21.6,3,0,0,0,0,,3.33,5,2,5,0,1,8,8,3
2023,52731,박준영,한화,18.69,4,0,0,0,0,,4.33,2,0,8,0,7,9,9,2.31
2023,53714,산체스,한화,3.79,24,7,8,0,0,0.467,126.00,136,13,28,6,99,62,53,1.3
2023,61156,송윤준,한화,8.31,4,0,0,0,0,,4.33,4,0,2,0,3,4,4,1.38
2023,53734,스미스,한화,6.75,1,0,0,0,0,,2.66,3,0,0,1,2,2,2,1.13
2023,63464,윤대경,한화,2.45,47,5,1,0,2,0.833,47.66,36,4,19,6,28,18,13,1.15
2023,69213,윤산흠,한화,6,5,0,0,0,0,,3.00,3,0,6,0,3,2,2,3
2023,65616,이민우,한화,2.63,17,2,1,0,2,0.667,13.66,8,2,6,0,11,6,4,1.02
2023,63749,이충호,한화,9.35,11,0,0,0,0,,8.66,12,2,5,1,7,9,9,1.96
2023,60768,이태양,한화,3.23,50,3,3,0,2,0.5,100.33,100,7,21,3,72,44,36,1.21
2023,79764,장민재,한화,4.83,25,3,8,0,1,0.273,69.00,79,12,22,5,61,46,37,1.46
2023,77318,장시환,한화,3.38,39,2,2,1,7,0.5,34.66,32,1,21,4,24,13,13,1.53
2023,69645,장지수,한화,18,1,0,0,0,0,,2.00,4,0,2,0,0,5,4,3
2023,74857,정우람,한화,5.36,52,0,1,0,8,0,40.33,45,3,17,2,30,24,24,1.54
2023,65707,주현상,한화,1.96,55,2,2,0,12,0.5,59.66,35,2,15,3,45,13,13,0.84
2023,52720,페냐,한화,3.6,32,11,11,0,0,0.5,177.33,149,14,59,18,147,82,71,1.17
2023,52720,페냐,한화,3.6,32,11,11,0,0,0.5,177.33,149,14,59,18,147,82,71,1.17
2023,50726,한승주,한화,3.95,47,1,4,0,2,0.2,70.66,81,6,31,4,55,34,31,1.58
2023,61666,한승혁,한화,6.44,21,0,3,0,1,0,36.33,48,3,21,3,28,27,26,1.9
2023,53609,곽도규,KIA,8.49,14,0,0,0,0,,11.66,14,0,10,2,14,11,11,2.06
2023,76225,김건국,KIA,6.75,6,0,1,0,0,0,16.00,18,0,4,1,9,12,12,1.38
2023,69620,김기훈,KIA,4.6,29,2,0,0,0,1,31.33,28,0,37,2,26,22,16,2.07
2023,60337,김대유,KIA,5.11,41,0,2,0,4,0,24.66,26,2,8,6,20,15,14,1.38
2023,66492,김승현,KIA,4.26,10,0,0,0,0,,12.66,11,1,10,1,7,6,6,1.66
2023,68659,김유신,KIA,5.64,27,0,1,0,2,0,30.33,34,2,19,3,12,19,19,1.75
2023,64580,김재열,KIA,13.11,9,0,0,0,0,,11.66,20,2,13,0,9,17,17,2.83
2023,53645,메디나,KIA,6.05,12,2,6,0,0,0.25,58.00,64,6,29,9,36,42,39,1.6
2023,63638,박준표,KIA,4.5,33,1,0,0,3,1,28.00,28,3,9,0,13,16,14,1.32
2023,53665,산체스,KIA,5.94,12,4,4,0,0,0.5,63.66,79,7,15,4,59,46,42,1.48
2023,53664,앤더슨,KIA,3.76,14,4,7,0,0,0.364,79.00,76,6,26,2,64,42,33,1.29
2023,77637,양현종,KIA,3.58,29,9,11,0,0,0.45,171.00,181,13,48,1,133,78,68,1.34
2023,77637,양현종,KIA,3.58,29,9,11,0,0,0.45,171.00,181,13,48,1,133,78,68,1.34
2023,67640,유승철,KIA,0,1,0,0,0,0,,1.00,0,0,1,0,0,0,0,1
2023,53613,윤영철,KIA,4.04,25,8,7,0,0,0.533,122.66,124,10,48,1,74,59,55,1.4
2023,68619,윤중현,KIA,3.86,31,2,1,0,0,0.667,28.00,29,2,10,1,8,13,12,1.39
2023,51648,이의리,KIA,3.96,28,11,7,0,0,0.611,131.66,103,4,93,8,156,64,58,1.49
2023,65665,이준영,KIA,3.21,64,1,0,0,10,1,33.66,26,0,23,2,30,12,12,1.46
2023,62754,임기영,KIA,2.96,64,4,4,3,16,0.5,82.00,56,6,19,6,57,29,27,0.91
2023,63950,장현식,KIA,4.06,56,2,2,3,5,0.5,51.00,58,6,26,1,44,26,23,1.65
2023,66609,전상현,KIA,2.15,64,8,3,1,13,0.727,58.66,50,1,26,1,50,20,14,1.3
2023,50662,정해영,KIA,2.92,52,3,4,23,1,0.429,49.33,53,3,20,1,30,18,16,1.48
2023,52639,최지민,KIA,2.12,58,6,3,3,12,0.667,59.33,45,4,26,4,44,17,14,1.2
2023,52606,파노니,KIA,4.26,16,6,3,0,0,0.667,82.33,86,6,23,2,66,41,39,1.32
2023,52641,황동하,KIA,6.61,13,0,3,0,0,0,31.33,35,5,21,1,19,25,23,1.79
2023,53312,김건희,키움,22.5,3,0,0,0,0,,2.00,6,2,2,0,0,5,5,4
2023,53164,김동규,키움,22.85,4,0,1,0,0,0,4.33,6,1,12,2,1,12,11,4.15
2023,50360,김동혁,키움,7.32,35,1,7,0,6,0.125,39.33,51,1,18,6,24,34,32,1.75
2023,66018,김선기,키움,5.98,17,1,3,1,0,0.25,43.66,56,2,15,1,29,37,29,1.63
2023,51301,김성진,키움,3.64,55,3,3,0,7,0.5,47.00,44,5,25,1,38,19,19,1.47
2023,67391,김재웅,키움,4.22,67,2,3,6,18,0.4,59.66,56,2,24,0,46,29,28,1.34
2023,51393,김준형,키움,7.04,8,0,0,0,0,,7.66,4,0,6,3,5,6,6,1.3
2023,53322,맥키니,키움,6.52,12,1,9,0,0,0.1,59.33,61,10,36,1,39,46,43,1.63
2023,60336,문성현,키움,4.45,32,2,2,0,2,0.5,28.33,26,2,20,2,21,16,14,1.62
2023,66305,박승주,키움,3.5,18,0,3,0,0,0,18.00,19,2,13,2,15,11,7,1.78
2023,68341,안우진,키움,2.39,24,9,7,0,0,0.563,150.66,121,5,38,1,164,44,40,1.06
2023,67365,양지율,키움,13.5,1,0,0,0,0,,,1,0,3,0,2,1,1,6
2023,61268,양현,키움,5.05,54,0,5,0,8,0,57.00,83,5,21,0,16,38,32,1.82
2023,53300,오상원,키움,6.6,11,0,0,0,0,,15.00,18,0,9,3,7,11,11,1.8
2023,69343,요키시,키움,4.39,12,5,3,0,0,0.625,65.66,82,3,14,3,51,37,32,1.46
2023,76118,원종현,키움,5.79,20,1,1,0,6,0.5,18.66,24,3,5,1,17,16,12,1.55
2023,52395,윤석원,키움,4.5,21,2,0,0,2,1,24.00,29,2,8,0,8,17,12,1.54
2023,69399,윤정현,키움,1.5,5,0,0,0,0,,6.00,5,0,6,0,2,2,1,1.83
2023,52397,이명종,키움,5.21,45,5,5,0,1,0.5,57.00,66,5,24,6,26,34,33,1.58
2023,67603,이승호,키움,5.4,4,0,0,0,1,,5.00,5,1,4,0,1,3,3,1.8
2023,64051,이영준,키움,21.6,2,0,1,0,0,0,1.66,4,0,1,0,0,4,4,3
2023,50354,이종민,키움,7.24,11,0,1,0,0,0,13.66,22,0,6,1,10,13,11,2.05
2023,78352,임창민,키움,2.51,51,2,2,26,1,0.5,46.66,51,3,17,2,40,16,13,1.46
2023,51359,장재영,키움,5.53,23,1,5,0,0,0.167,71.66,63,4,66,8,67,46,44,1.8
2023,78148,정찬헌,키움,4.75,14,2,8,0,0,0.2,72.00,71,4,13,2,35,40,38,1.17
2023,69360,조영건,키움,0,6,0,0,0,1,,7.66,5,0,2,0,7,0,0,0.91
2023,52330,주승우,키움,9.56,11,0,1,0,0,0,16.00,20,1,21,2,8,18,17,2.56
2023,64350,하영민,키움,4.64,57,3,1,0,5,0.75,52.33,67,4,25,1,51,36,27,1.76
2023,62655,홍성민,키움,9,2,0,0,0,0,,2.00,5,1,1,0,1,2,2,3
2023,53375,후라도,키움,2.65,30,11,8,0,0,0.579,183.66,164,7,41,9,147,64,54,1.12
2023,53006,강건,KT,1.35,4,0,0,1,0,,6.66,4,0,3,0,8,1,1,1.05
2023,64001,고영표,KT,2.78,28,12,7,0,0,0.632,174.66,181,7,19,9,114,57,54,1.15
2023,68043,김민,KT,6.83,16,1,2,0,0,0.333,29.00,40,3,16,4,22,26,22,1.93
2023,65048,김민수,KT,6.92,14,0,1,0,3,0,13.00,17,1,5,0,4,10,10,1.69
2023,51097,김영현,KT,5.45,31,0,0,1,1,,33.00,30,4,20,1,35,22,20,1.52
2023,65062,김재윤,KT,2.6,59,5,5,32,0,0.5,65.66,54,2,13,1,60,21,19,1.02
2023,53029,김정운,KT,3.86,5,0,0,0,0,,7.00,6,0,6,2,3,4,3,1.71
2023,66064,김태오,KT,7.36,5,0,0,0,0,,7.33,10,0,4,0,3,6,6,1.91
2023,66047,박세진,KT,3.86,16,0,1,0,1,0,11.66,15,1,14,0,10,8,5,2.49
2023,52060,박영현,KT,2.75,68,3,3,4,32,0.5,75.33,63,3,23,2,79,25,23,1.14
2023,65516,배제성,KT,4.49,26,8,10,0,0,0.444,130.33,144,6,77,2,79,72,65,1.7
2023,52043,벤자민,KT,3.54,29,15,6,0,0,0.714,160.00,149,12,45,3,157,79,63,1.21
2023,50030,소형준,KT,11.45,3,0,0,0,0,,11.00,22,1,3,3,4,14,14,2.27
2023,69041,손동현,KT,3.42,64,8,5,1,15,0.615,73.66,68,5,20,2,40,31,28,1.19
2023,53040,슐서,KT,5.62,9,1,7,0,0,0.125,49.66,66,6,14,0,35,32,31,1.61
2023,65056,엄상백,KT,3.63,20,7,6,0,0,0.538,111.66,100,6,29,2,89,46,45,1.16
2023,69054,이상동,KT,3.98,36,4,1,0,1,0.8,40.66,45,4,15,0,43,19,18,1.48
2023,69068,이선우,KT,4.34,22,0,2,0,0,0,37.33,47,5,9,4,24,20,18,1.5
2023,68896,이채호,KT,6.93,25,0,1,0,1,0,24.66,26,6,9,3,8,19,19,1.42
2023,69047,전용주,KT,4.35,15,0,1,0,1,0,10.33,6,0,6,1,9,5,5,1.16
2023,64768,조이현,KT,6.69,18,2,1,0,1,0.667,35.00,61,3,6,2,17,27,26,1.91
2023,64047,조현우,KT,6,5,0,0,0,0,,3.00,6,0,2,0,1,2,2,2.67
2023,65060,주권,KT,4.4,42,1,2,0,5,0.333,47.00,49,4,19,2,17,23,23,1.45
2023,69032,쿠에바스,KT,2.6,18,12,0,0,0,1,114.33,95,4,24,2,100,33,33,1.04
2023,78517,하준호,KT,4.15,12,0,1,0,0,0,13.00,14,0,10,5,6,9,6,1.85
2023,51143,강효종,LG,6.23,7,1,2,0,0,0.333,21.66,25,1,12,2,14,18,15,1.71
2023,67119,고우석,LG,3.68,44,3,8,15,0,0.273,44.00,38,2,22,4,59,19,18,1.36
2023,66145,김대현,LG,10.8,5,0,0,0,0,,3.33,8,1,2,1,3,5,4,3
2023,50157,김윤식,LG,4.22,17,6,4,0,0,0.6,74.66,86,4,25,3,42,35,35,1.49
2023,75867,김진성,LG,2.18,80,5,1,4,21,0.833,70.33,41,8,26,0,69,17,17,0.95
2023,53139,박명근,LG,5.08,57,4,3,5,9,0.571,51.33,49,4,28,6,40,31,29,1.5
2023,63145,배재준,LG,18,1,0,0,0,0,,1.00,2,0,1,0,0,2,2,3
2023,65109,백승현,LG,1.58,42,2,0,3,11,1,40.00,28,2,18,0,30,7,7,1.15
2023,68159,성동현,LG,9,1,0,0,0,0,,1.00,2,0,1,0,1,1,1,3
2023,67143,손주영,LG,5.19,3,1,0,0,0,1,8.66,12,0,6,0,5,7,5,2.08
2023,51111,송승기,LG,0,1,0,0,0,0,,1.00,1,0,1,0,0,0,0,2
2023,73801,송은범,LG,2.45,4,0,0,0,0,,3.66,6,0,3,0,2,1,1,2.45
2023,67116,오석주,LG,6.3,9,0,0,0,0,,10.00,12,2,3,0,11,7,7,1.5
2023,50106,유영찬,LG,3.44,67,6,3,1,12,0.667,68.00,55,4,40,7,55,27,26,1.4
2023,63961,윤호솔,LG,2.45,4,0,0,0,0,,3.66,3,0,3,0,4,1,1,1.64
2023,50126,이민호,LG,5.03,5,0,2,0,0,0,19.66,22,1,10,0,7,13,11,1.63
2023,65117,이상규,LG,2.35,8,0,0,0,0,,7.66,7,0,5,0,6,2,2,1.57
2023,69168,이상영,LG,3.27,6,0,1,0,0,0,11.00,12,0,8,3,4,5,4,1.82
2023,61145,이우찬,LG,3.52,38,1,3,0,5,0.25,38.33,35,1,18,2,30,15,15,1.38
2023,69134,이정용,LG,4.15,37,7,2,3,1,0.778,86.66,100,5,19,2,50,45,40,1.37
2023,69108,이지강,LG,3.97,22,2,5,0,2,0.286,68.00,60,4,28,9,38,45,30,1.29
2023,61101,임찬규,LG,3.42,30,14,3,0,1,0.824,144.66,142,10,54,5,103,63,55,1.35
2023,69159,정우영,LG,4.7,60,5,6,0,11,0.455,51.66,63,1,17,15,41,39,27,1.55
2023,76650,진해수,LG,3.68,19,0,0,0,2,,14.66,18,2,10,0,12,8,6,1.91
2023,79140,최동환,LG,3.19,45,0,0,1,1,,42.33,42,1,17,3,20,18,15,1.39
2023,62146,최성훈,LG,15,5,0,0,1,0,,3.00,7,0,1,0,2,5,5,2.67
2023,65320,최원태,LG,4.3,26,9,7,0,0,0.563,146.66,149,12,46,7,118,73,70,1.33
2023,69103,켈리,LG,3.83,30,10,7,0,0,0.588,178.66,183,10,39,6,129,87,76,1.24
2023,52145,플럿코,LG,2.41,21,11,3,0,0,0.786,123.33,115,5,31,3,101,37,33,1.18
2023,63248,함덕주,LG,1.62,57,4,0,4,16,1,55.66,32,1,22,2,59,12,10,0.97
2023,63543,구승민,롯데,3.96,67,2,6,3,22,0.25,63.66,65,4,29,5,66,32,28,1.48
2023,65522,김강현,롯데,3,2,0,0,0,0,,3.00,1,0,2,1,0,1,1,1
2023,68585,김도규,롯데,4.55,36,0,3,1,1,0,29.66,29,1,13,1,26,16,15,1.42
2023,76430,김상수,롯데,3.12,67,4,2,1,18,0.667,52.00,45,1,21,3,36,22,18,1.27
2023,62528,김원중,롯데,2.97,63,5,6,30,0,0.455,63.66,51,2,25,5,82,24,21,1.19
2023,51516,김진욱,롯데,6.44,50,2,1,0,8,0.667,36.33,37,4,29,2,35,27,26,1.82
2023,51586,김창훈,롯데,2.08,3,0,0,0,0,,4.33,5,0,1,0,1,1,1,1.38
2023,67768,김태욱,롯데,0,1,0,0,0,0,,1.00,0,0,0,0,0,0,0,0
2023,67539,나균안,롯데,3.8,23,6,8,0,0,0.429,130.33,140,8,42,5,114,61,55,1.4
2023,64021,박세웅,롯데,3.45,27,9,7,0,0,0.563,154.00,145,8,59,4,129,70,59,1.32
2023,69507,박영완,롯데,0,1,0,0,0,0,,1.00,0,0,1,0,1,0,0,1
2023,69594,박진,롯데,9,4,0,0,0,0,,5.00,7,1,7,0,2,5,5,2.8
2023,52528,반즈,롯데,3.28,30,11,10,0,0,0.524,170.33,171,6,56,15,147,68,62,1.33
2023,53560,석상호,롯데,0,5,0,0,0,0,,5.33,4,0,2,0,6,0,0,1.13
2023,50558,스트레일리,롯데,4.37,16,3,5,0,0,0.375,80.33,82,6,37,10,70,43,39,1.48
2023,60140,신정락,롯데,4.66,34,4,0,0,1,1,29.00,32,4,11,3,28,15,15,1.48
2023,64017,심재민,롯데,3.78,33,3,1,0,6,0.75,47.66,57,2,18,1,29,23,20,1.57
2023,51526,우강훈,롯데,6,3,0,0,0,0,,6.00,6,0,4,1,5,5,4,1.67
2023,53546,윌커슨,롯데,2.26,13,7,2,0,0,0.778,79.66,67,3,20,2,81,28,20,1.09
2023,62242,윤명준,롯데,6.52,21,0,1,0,5,0,19.33,31,4,10,4,11,14,14,2.12
2023,52530,이민석,롯데,0,1,0,0,0,0,,1.33,0,0,1,0,1,0,0,0.75
2023,64565,이인복,롯데,6.48,10,1,4,0,0,0.2,33.33,54,3,10,5,15,32,24,1.92
2023,53562,이진하,롯데,3.38,9,0,0,0,0,,8.00,4,0,3,1,2,3,3,0.88
2023,53596,장세진,롯데,13.5,2,0,0,0,0,,1.33,2,1,2,0,1,2,2,3
2023,68556,정성종,롯데,5.32,12,0,1,0,1,0,22.00,21,1,15,1,10,14,13,1.64
2023,52558,진승현,롯데,5.86,24,2,2,0,1,0.5,27.66,34,2,16,0,25,20,18,1.81
2023,64718,최설우,롯데,9.9,8,0,1,0,0,0,10.00,15,0,7,1,7,14,11,2.2
2023,68036,최이준,롯데,6.83,28,1,0,0,1,1,29.00,37,1,21,0,20,22,22,2
2023,50556,최준용,롯데,2.45,47,2,3,0,14,0.4,47.66,50,2,18,1,40,15,13,1.43
2023,62363,한현희,롯데,5.45,38,6,12,0,3,0.333,104.00,123,11,44,11,74,69,63,1.61
2023,65933,구창모,NC,2.96,11,1,3,0,0,0.25,51.66,38,4,16,0,56,19,17,1.05
2023,68928,김시훈,NC,4.44,61,4,3,3,12,0.571,52.66,57,3,34,1,49,32,26,1.73
2023,68900,김영규,NC,3.06,63,2,4,0,24,0.333,61.66,45,2,23,1,48,22,21,1.1
2023,67954,김진호,NC,2.76,19,2,1,0,9,0.667,16.33,15,0,10,1,22,5,5,1.53
2023,67956,김태현,NC,4.43,16,1,0,0,0,1,20.33,17,4,13,1,14,13,10,1.48
2023,65949,류진욱,NC,2.15,70,1,4,0,22,0.2,67.00,41,1,32,1,62,19,16,1.09
2023,69974,배민서,NC,6.75,6,0,0,0,0,,6.66,10,0,2,1,4,8,5,1.8
2023,69962,송명기,NC,4.83,35,4,9,0,0,0.308,104.33,106,12,47,11,65,64,56,1.47
2023,68902,신민혁,NC,3.98,29,5,5,0,0,0.5,122.00,122,14,25,6,97,63,54,1.2
2023,61411,심창민,NC,2.7,5,0,1,0,0,0,3.33,2,0,5,1,5,2,1,2.1
2023,51948,이용준,NC,4.3,24,3,4,0,0,0.429,67.00,60,5,44,2,50,39,32,1.55
2023,77211,이용찬,NC,4.13,60,4,4,29,0,0.5,61.00,53,5,19,3,51,28,28,1.18
2023,65964,이우석,NC,0,1,0,0,0,0,,,0,0,1,0,0,0,0,1.5
2023,60263,이재학,NC,4.54,15,5,5,0,0,0.5,67.33,55,6,33,5,43,36,34,1.31
2023,53996,이준호,NC,4.83,17,3,2,0,0,0.6,31.66,32,3,15,4,19,22,17,1.48
2023,63959,임정호,NC,4.68,65,4,4,0,15,0.5,50.00,51,3,17,4,49,30,26,1.36
2023,52902,임지민,NC,13.5,2,0,0,0,0,,1.33,2,0,4,0,3,2,2,4.5
