year,player_id,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP
2024,68036,최이준,롯데,7.3,23,3,0,0,0,1,24.66,40,3,16,1,17,22,20,2.27
2024,50556,최준용,롯데,5.4,27,1,2,0,3,0.333,21.66,28,2,14,1,12,13,13,1.94
2024,62363,한현희,롯데,5.19,57,5,3,0,8,0.625,76.33,92,7,24,10,70,45,44,1.52
2024,68260,현도훈,롯데,9,8,0,1,0,0,0,10.00,15,2,6,0,8,11,10,2.1
2024,50596,홍민기,롯데,12.27,3,0,0,0,0,,3.66,8,0,1,2,2,7,5,2.45
2024,54913,김민규,NC,5.68,7,0,0,0,0,,6.33,8,0,3,0,2,4,4,1.74
2024,68928,김시훈,NC,4.53,39,3,4,0,5,0.429,107.33,110,7,59,3,74,60,54,1.57
2024,68900,김영규,NC,3.15,42,4,2,1,14,0.667,45.66,40,3,14,1,48,19,16,1.18
2024,64580,김재열,NC,2.49,69,1,5,2,12,0.167,68.66,58,4,29,0,67,20,19,1.27
2024,67954,김진호,NC,7.71,2,0,0,0,0,,2.33,3,0,2,0,3,2,2,2.14
2024,67956,김태현,NC,7.2,11,0,0,0,0,,10.00,14,3,7,0,3,10,8,2.1
2024,65949,류진욱,NC,5.74,50,2,1,0,10,0.667,42.33,52,4,19,2,37,30,27,1.68
2024,53973,목지훈,NC,12,3,0,1,0,0,0,9.00,15,1,10,2,3,12,12,2.78
2024,68097,박주현,NC,6,3,0,0,0,0,,3.00,3,1,1,0,4,2,2,1.33
2024,64995,배재환,NC,7.32,20,0,1,0,0,0,19.66,20,5,15,0,13,17,16,1.78
2024,66068,서의태,NC,9.39,11,1,0,0,0,1,7.66,5,1,8,0,7,8,8,1.7
2024,67962,소이현,NC,13.5,4,0,0,0,0,,3.33,6,0,1,1,1,7,5,2.1
2024,54904,손주환,NC,9.82,4,0,1,0,0,0,3.66,2,0,2,1,4,4,4,1.09
2024,69962,송명기,NC,5.87,33,2,1,0,4,0.667,38.33,40,4,17,3,31,27,25,1.49
2024,68902,신민혁,NC,4.31,25,8,9,0,0,0.471,121.00,140,20,16,7,74,67,58,1.29
2024,53919,신영우,NC,10.61,4,0,1,0,0,0,9.33,9,0,15,2,6,11,11,2.57
2024,69343,요키시,NC,5.72,8,3,4,0,0,0.429,39.33,51,5,20,2,32,29,25,1.81
2024,51948,이용준,NC,6.68,9,2,3,0,0,0.4,33.66,42,5,14,1,26,28,25,1.66
2024,77211,이용찬,NC,6.13,57,3,9,16,2,0.25,54.33,82,6,21,2,49,48,37,1.9
2024,60263,이재학,NC,5.52,21,3,12,0,0,0.2,104.33,108,17,42,4,97,68,64,1.44
2024,53996,이준호,NC,7.48,38,3,5,0,2,0.375,49.33,71,7,26,3,42,41,41,1.97
2024,54900,임상현,NC,6.47,12,1,5,0,0,0.167,40.33,46,5,23,2,21,35,29,1.71
2024,63959,임정호,NC,4.42,65,1,6,2,9,0.143,55.00,54,3,25,3,46,32,27,1.44
2024,69969,전사민,NC,9.51,17,0,0,0,0,,23.66,39,3,17,3,17,25,25,2.37
2024,65241,채원후,NC,12,3,0,0,0,0,,3.00,6,0,3,0,2,4,4,3
2024,66920,최성영,NC,5.79,24,2,0,1,1,1,46.66,65,7,17,0,29,37,30,1.76
2024,54903,최우석,NC,3.12,9,0,0,0,0,,8.66,7,2,6,0,8,3,3,1.5
2024,54920,카스타노,NC,4.35,19,8,6,0,0,0.571,111.66,117,11,25,7,89,65,54,1.27
2024,54930,하트,NC,2.69,26,13,3,0,0,0.813,157.00,124,11,38,11,182,51,47,1.03
2024,51994,한재승,NC,3.97,51,1,2,0,6,0.333,45.33,37,2,27,3,44,21,20,1.41
2024,61365,김대우,삼성,5.5,32,0,0,0,5,,34.33,42,4,9,3,23,24,21,1.49
2024,54401,김대호,삼성,11.25,1,0,1,0,0,0,4.00,7,1,2,0,1,6,5,2.25
2024,68403,김무신,삼성,10.13,4,0,0,0,0,,5.33,6,0,7,0,2,6,6,2.44
2024,65062,김재윤,삼성,4.09,65,4,8,11,25,0.333,66.00,58,13,25,1,51,37,30,1.26
2024,62360,김태훈,삼성,3.96,56,3,2,0,23,0.6,52.33,49,6,19,4,37,24,23,1.3
2024,54443,레예스,삼성,3.81,26,11,4,0,0,0.733,144.00,159,15,30,7,114,65,61,1.31
2024,77446,백정현,삼성,5.95,17,6,5,0,0,0.545,78.66,104,13,27,1,56,56,52,1.67
2024,73801,송은범,삼성,1.08,9,0,0,0,2,,8.33,8,0,1,0,2,1,1,1.08
2024,61268,양현,삼성,7.62,18,0,1,0,2,0,13.00,21,4,5,1,10,11,11,2
2024,75421,오승환,삼성,4.91,58,3,9,27,2,0.25,55.00,75,9,18,3,42,36,30,1.69
2024,69446,원태인,삼성,3.66,28,15,6,0,0,0.714,159.66,150,17,42,7,119,68,65,1.2
2024,54404,육선엽,삼성,5.29,11,0,0,0,0,,17.00,19,3,17,2,11,11,10,2.12
2024,63960,이상민,삼성,3.9,37,2,1,1,8,0.667,30.00,31,2,6,4,12,13,13,1.23
2024,50464,이승민,삼성,8.56,25,1,4,0,0,0.2,47.33,71,14,26,3,23,48,45,2.05
2024,51454,이승현,삼성,4.23,17,6,4,0,0,0.6,87.33,88,9,37,6,68,44,41,1.43
2024,60146,이승현,삼성,4.48,60,6,2,1,9,0.75,60.33,68,6,23,3,51,31,30,1.51
2024,63492,이재익,삼성,17.69,9,1,0,0,0,1,9.66,29,2,4,0,6,19,19,3.41
2024,53455,이호성,삼성,7.4,16,2,4,0,0,0.333,45.00,66,9,26,2,28,39,37,2.04
2024,78352,임창민,삼성,3.98,60,2,1,1,28,0.667,54.33,60,4,30,2,50,26,24,1.66
2024,77927,장필준,삼성,135,1,0,0,0,0,,,5,0,0,0,0,5,5,15
2024,62146,최성훈,삼성,6.92,28,0,1,0,3,0,13.00,14,1,9,1,10,10,10,1.77
2024,67421,최지광,삼성,2.23,35,3,2,0,7,0.6,36.33,22,1,21,4,38,9,9,1.18
2024,68419,최채흥,삼성,6.3,14,0,0,0,1,,20.00,24,4,12,0,14,15,14,1.8
2024,68501,최하늘,삼성,5.34,27,1,1,0,1,0.5,32.00,26,2,16,4,18,20,19,1.31
2024,54452,코너,삼성,3.43,28,11,6,0,0,0.647,160.00,135,21,40,19,158,67,61,1.09
2024,50430,홍원표,삼성,4.26,4,0,0,0,0,,6.33,4,1,6,0,5,3,3,1.58
2024,65496,홍정우,삼성,45,1,0,0,0,0,,1.00,5,1,1,0,1,5,5,6
2024,50441,황동재,삼성,4.07,15,1,2,0,0,0.333,42.00,38,2,18,4,30,20,19,1.33
2024,72523,고효준,SSG,8.18,26,2,1,0,5,0.667,22.00,23,4,20,1,27,21,20,1.95
2024,77829,김광현,SSG,4.93,31,12,10,0,0,0.545,162.33,162,24,73,6,154,95,89,1.45
2024,65343,김택형,SSG,9,6,0,1,0,0,0,7.00,10,1,6,1,1,7,7,2.29
2024,73211,노경은,SSG,2.9,77,8,5,0,38,0.615,83.66,71,10,32,4,71,30,27,1.23
2024,54804,더거,SSG,12.71,6,0,3,0,0,0,22.66,37,2,10,3,18,33,32,2.07
2024,62869,문승원,SSG,4.5,62,6,1,20,6,0.857,60.00,67,10,24,1,53,33,30,1.52
2024,64893,박민호,SSG,4.76,19,2,0,0,0,1,22.66,25,4,7,2,10,14,12,1.41
2024,54807,박성빈,SSG,0,3,0,0,0,0,,2.33,1,0,0,1,2,0,0,0.43
2024,50812,박시후,SSG,6.75,11,0,0,0,0,,14.66,18,1,7,2,11,11,11,1.7
2024,60841,박종훈,SSG,6.94,10,1,4,0,0,0.2,35.00,37,7,21,8,34,28,27,1.66
2024,69839,백승건,SSG,7.71,10,0,0,0,0,,9.33,13,2,9,0,5,9,8,2.36
2024,61895,서진용,SSG,5.55,51,0,1,0,6,0,47.00,52,5,26,0,38,34,29,1.66
2024,53898,송영진,SSG,5.8,26,5,10,0,0,0.333,99.33,112,10,51,1,67,74,64,1.64
2024,52873,신헌민,SSG,18,3,0,0,0,0,,3.00,7,2,3,1,0,7,6,3.33
2024,54833,앤더슨,SSG,3.89,24,11,3,0,0,0.786,115.66,98,11,53,8,158,55,50,1.31
2024,53825,엘리아스,SSG,4.08,22,7,7,0,0,0.5,123.66,126,13,30,6,104,59,56,1.26
2024,50859,오원석,SSG,5.03,29,6,9,0,1,0.4,121.66,122,17,65,13,112,72,68,1.54
2024,64861,이건욱,SSG,11.37,10,1,2,0,0,0.333,19.00,34,5,15,2,17,25,24,2.58
2024,52868,이기순,SSG,3.66,10,1,1,0,0,0.5,19.66,12,2,23,1,24,10,8,1.78
2024,53892,이로운,SSG,5.95,63,1,3,1,9,0.25,56.00,67,4,43,3,41,43,37,1.96
2024,51895,장지훈,SSG,6.75,18,0,0,0,0,,21.33,29,3,10,1,10,16,16,1.83
2024,66858,정동윤,SSG,0,3,0,0,0,0,,1.66,1,0,1,0,2,0,0,1.2
2024,51897,조병현,SSG,3.58,76,4,6,12,12,0.4,73.00,52,8,31,2,96,34,29,1.14
2024,68856,최민준,SSG,7.78,32,1,0,0,0,1,39.33,61,9,24,3,40,36,34,2.16
2024,54803,최현석,SSG,54,2,0,0,0,0,,,5,1,3,0,1,4,4,12
2024,68092,한두솔,SSG,5.01,69,2,1,0,3,0.667,59.33,62,3,31,3,68,40,33,1.57
2025,72523,고효준,두산,6.86,45,2,1,0,9,0.667,21.00,29,4,14,1,19,16,16,2.05
2025,68220,곽빈,두산,4.2,19,5,7,0,0,0.417,109.33,96,9,41,2,107,55,51,1.25
2025,67246,김명신,두산,5.4,8,0,0,0,0,,8.33,13,0,3,1,6,8,5,1.92
2025,68200,김민규,두산,4.66,7,1,1,0,0,0.5,9.66,9,1,6,4,6,5,5,1.55
2025,53262,김유성,두산,8.83,7,0,2,0,0,0,17.33,17,3,14,4,22,17,17,1.79
2025,68830,김정우,두산,3.86,18,0,0,1,1,,21.00,26,1,9,3,13,12,9,1.67
2025,54263,김택연,두산,3.53,64,4,5,24,0,0.444,66.33,47,6,31,5,79,31,26,1.18
2025,55221,김한중,두산,0,2,0,0,0,0,,2.00,1,0,0,0,0,1,0,0.5
2025,68269,김호준,두산,6.75,19,0,1,0,1,0,10.66,14,2,7,0,7,11,8,1.97
2025,68249,박신지,두산,2.85,54,2,4,0,5,0.333,60.00,55,3,29,5,36,24,19,1.4
2025,65639,박정수,두산,4.1,29,1,0,0,3,1,26.33,31,1,8,4,15,13,12,1.48
2025,67266,박치국,두산,3.75,73,4,4,2,16,0.5,62.33,58,4,21,7,57,35,26,1.27
2025,55215,양재훈,두산,4.24,19,0,0,1,0,,23.33,19,3,8,0,19,11,11,1.16
2025,52202,윤태호,두산,6.75,10,0,1,0,1,0,17.33,16,2,5,0,16,14,13,1.21
2025,69205,이교훈,두산,1.17,10,1,0,0,0,1,7.66,4,0,4,1,7,2,1,1.04
2025,52204,이병헌,두산,6.23,22,0,0,0,4,,13.00,11,1,10,0,9,9,9,1.62
2025,66291,이영하,두산,4.05,73,4,4,0,14,0.5,66.66,63,4,39,6,72,33,30,1.53
2025,55239,잭로그,두산,2.81,30,10,8,0,1,0.556,176.00,146,8,39,17,156,66,55,1.05
2025,50211,제환유,두산,4.96,6,0,1,0,0,0,16.33,17,2,12,1,8,10,9,1.78
2025,55268,최민석,두산,4.4,17,3,3,0,0,0.5,77.66,72,7,34,5,53,41,38,1.36
2025,51264,최승용,두산,4.41,23,5,7,0,0,0.417,116.33,121,8,36,6,71,60,57,1.35
2025,67263,최원준,두산,4.71,47,4,7,0,9,0.364,107.00,105,18,38,4,62,59,56,1.34
2025,50206,최종인,두산,5.4,3,0,0,0,0,,1.66,1,0,3,0,5,1,1,2.4
2025,53259,최준호,두산,8.44,9,1,2,0,0,0.333,16.00,18,4,9,2,11,15,15,1.69
2025,52206,최지강,두산,6.34,39,2,5,0,5,0.286,32.66,41,3,13,2,38,25,23,1.65
2025,55257,콜어빈,두산,4.48,28,8,12,0,0,0.4,144.66,142,9,79,18,128,80,72,1.53
2025,61643,홍건희,두산,6.19,20,2,1,0,0,0.667,16.00,18,2,15,0,15,13,11,2.06
2025,55267,홍민규,두산,4.59,20,2,1,1,0,0.667,33.33,37,4,15,1,17,19,17,1.56
2025,50705,강재민,한화,9,4,0,0,0,0,,4.00,6,1,2,1,5,4,4,2
2025,55764,권민규,한화,8.44,5,0,0,0,0,,5.33,5,1,7,0,4,5,5,2.25
2025,51715,김기중,한화,3.07,5,0,1,0,0,0,14.66,16,0,6,1,8,5,5,1.5
2025,65769,김범수,한화,2.25,73,2,1,2,6,0.667,48.00,30,0,22,4,41,17,12,1.08
2025,53754,김서현,한화,3.14,69,2,4,33,2,0.333,66.00,52,4,31,8,71,23,23,1.26
2025,50711,김승일,한화,23.63,5,0,0,0,0,,2.66,3,1,3,3,3,7,7,2.25
2025,63765,김종수,한화,3.25,63,4,5,0,5,0.444,63.66,57,5,36,4,59,30,23,1.46
2025,76715,류현진,한화,3.23,26,9,7,0,0,0.563,139.33,144,12,25,4,122,54,50,1.21
2025,52701,문동주,한화,4.02,24,11,5,0,0,0.688,121.00,112,7,31,3,135,57,54,1.18
2025,67703,박상원,한화,4.19,74,4,3,0,16,0.571,66.66,67,4,21,8,52,35,31,1.32
2025,52731,박준영,한화,3.6,1,0,0,0,0,,5.00,3,0,6,0,3,2,2,1.8
2025,65056,엄상백,한화,6.58,28,2,7,0,1,0.222,80.66,106,13,38,8,74,60,59,1.79
2025,54755,와이스,한화,2.87,30,16,5,0,0,0.762,178.66,127,13,56,13,207,63,57,1.02
2025,54702,원종혁,한화,16.2,2,0,0,0,0,,1.66,3,1,2,0,1,3,3,3
2025,69213,윤산흠,한화,3.78,12,0,0,0,0,,16.66,16,1,5,3,17,7,7,1.26
2025,65117,이상규,한화,8,5,0,1,0,0,0,9.00,16,0,4,0,5,9,8,2.22
2025,60768,이태양,한화,3.97,14,0,1,0,0,0,11.33,14,0,5,1,8,5,5,1.68
2025,55743,정우주,한화,2.85,51,3,0,0,3,1,53.66,34,6,21,10,82,18,17,1.02
2025,54768,조동욱,한화,4.05,68,3,3,2,5,0.5,60.00,77,4,29,4,43,29,27,1.77
2025,65707,주현상,한화,5.18,48,5,2,1,3,0.714,41.66,59,8,10,3,37,25,24,1.66
2025,55730,폰세,한화,1.89,29,17,1,0,0,0.944,180.66,128,10,41,6,252,41,38,0.94
2025,61666,한승혁,한화,2.25,71,3,3,3,16,0.5,64.00,56,4,23,7,53,18,16,1.23
2025,54729,황준서,한화,5.3,23,2,8,0,0,0.2,56.00,54,7,26,2,57,37,33,1.43
2025,53609,곽도규,KIA,13.5,9,0,0,0,3,,4.00,3,0,6,2,5,6,6,2.25
2025,76225,김건국,KIA,6.85,26,0,3,0,1,0,46.00,59,11,17,5,31,38,35,1.65
2025,69620,김기훈,KIA,3.25,24,1,1,0,0,0.5,27.66,25,2,10,1,27,11,10,1.27
2025,60337,김대유,KIA,9.72,15,0,1,0,1,0,8.33,12,1,4,0,3,9,9,1.92
2025,69745,김도현,KIA,4.81,24,4,7,0,0,0.364,125.33,149,11,33,10,71,79,67,1.45
2025,54608,김민재,KIA,0,1,0,0,0,0,,2.00,2,0,0,0,1,0,0,1
2025,54645,김민주,KIA,12,3,0,0,0,0,,3.00,4,0,2,2,2,4,4,2
2025,68928,김시훈,KIA,8.06,24,1,0,0,1,1,25.66,33,7,10,0,18,25,23,1.68
2025,55646,김정엽,KIA,18,2,0,0,0,0,,1.00,0,0,1,1,0,2,2,1
2025,55610,김태형,KIA,4.56,8,0,3,0,0,0,23.66,25,4,7,5,14,12,12,1.35
2025,69516,김현수,KIA,2.45,18,0,0,0,0,,18.33,17,2,13,1,11,5,5,1.64
2025,54640,네일,KIA,2.25,27,8,4,0,0,0.667,164.33,135,6,41,15,152,46,41,1.07
2025,54610,성영탁,KIA,1.55,45,3,2,0,7,0.6,52.33,38,2,13,0,30,11,9,0.97
2025,77637,양현종,KIA,5.06,30,7,9,0,0,0.438,153.00,171,12,57,4,109,101,86,1.49
2025,55633,올러,KIA,3.62,26,11,7,0,0,0.611,149.00,125,8,47,8,169,64,60,1.15
2025,67640,유승철,KIA,4.5,1,0,0,0,0,,2.00,3,0,2,0,3,1,1,2.5
2025,50604,유지성,KIA,0,1,0,0,0,0,,1.00,0,0,0,0,0,0,0,0
2025,53613,윤영철,KIA,5.58,13,2,7,0,0,0.222,50.00,52,4,30,1,43,37,31,1.64
2025,68619,윤중현,KIA,4.35,13,1,0,0,0,1,10.33,10,2,7,0,7,5,5,1.65
2025,53615,이도현,KIA,6.92,6,1,1,0,0,0.5,13.00,17,1,8,1,9,11,10,1.92
2025,55632,이성원,KIA,16.88,4,0,0,0,0,,2.66,3,0,4,3,3,7,5,2.63
2025,51648,이의리,KIA,7.94,10,1,4,0,0,0.2,39.66,41,6,31,3,42,37,35,1.82
2025,65665,이준영,KIA,4.76,57,3,1,0,7,0.75,34.00,36,6,11,1,34,18,18,1.38
2025,62951,이형범,KIA,11.7,12,0,0,0,0,,10.00,21,0,5,0,6,16,13,2.6
2025,55663,이호민,KIA,8.59,13,1,0,0,0,1,14.66,21,0,9,2,7,14,14,2.05
2025,62754,임기영,KIA,13,10,1,1,0,0,0.5,9.00,23,2,4,0,5,13,13,3
2025,50641,장재혁,KIA,6,3,0,0,0,0,,3.00,3,1,3,0,2,2,2,2
2025,66609,전상현,KIA,3.34,74,7,5,1,25,0.583,70.00,64,4,20,2,50,30,26,1.2
2025,50662,정해영,KIA,3.79,60,3,7,27,0,0.3,61.66,75,4,18,3,72,30,26,1.51
2025,63342,조상우,KIA,3.9,72,6,6,1,28,0.5,60.00,64,5,27,6,55,29,26,1.52
2025,52639,최지민,KIA,6.58,66,2,4,0,9,0.333,53.33,46,5,51,4,39,40,39,1.82
2025,51994,한재승,KIA,6.48,36,1,1,1,1,0.5,33.33,40,5,31,1,35,29,24,2.13
2025,69643,홍원빈,KIA,27,2,0,0,0,0,,1.66,2,0,4,0,1,5,5,3.6
2025,52641,황동하,KIA,5.3,18,1,2,0,0,0.333,35.66,38,4,10,3,31,21,21,1.35
2025,53164,김동규,키움,6.75,9,0,0,0,0,,8.00,13,2,11,0,10,11,6,3
2025,55359,김서준,키움,20.25,4,0,0,0,0,,5.33,14,2,5,0,4,12,12,3.56
2025,66018,김선기,키움,5.65,44,1,7,0,2,0.125,78.00,96,6,47,11,43,55,49,1.83
2025,67828,김성민,키움,4.68,29,0,3,0,1,0,25.00,25,1,13,5,18,15,13,1.52
2025,54368,김연주,키움,6.62,20,1,3,0,0,0.25,51.66,67,10,25,6,28,40,38,1.78
2025,54319,김윤하,키움,6.14,19,0,12,0,0,0,88.00,113,16,44,3,52,76,60,1.78
2025,55322,로젠버그,키움,3.23,13,4,4,0,0,0.5,75.33,63,5,25,4,80,33,27,1.17
2025,55342,메르세데스,키움,4.47,8,3,3,0,0,0.5,46.33,54,5,9,0,41,24,23,1.36
2025,53301,박윤성,키움,4.53,54,0,5,1,6,0,51.66,55,9,19,1,40,31,26,1.43
2025,55394,박정훈,키움,7.43,16,0,1,1,0,0,23.00,24,1,20,4,7,24,19,1.91
2025,69328,박주성,키움,6.58,18,2,3,0,1,0.4,52.00,63,9,16,3,26,40,38,1.52
2025,54363,손현기,키움,15,2,0,0,0,0,,3.00,4,1,6,1,1,5,5,3.33
2025,55300,손힘찬,키움,11.25,4,0,0,0,0,,4.00,5,0,4,1,4,5,5,2.25
2025,69045,알칸타라,키움,3.27,19,8,4,0,0,0.667,121.00,125,11,10,4,92,50,44,1.12
2025,67365,양지율,키움,8.36,18,0,2,0,1,0,14.00,18,3,7,3,10,13,13,1.79
2025,67116,오석주,키움,3.7,53,2,1,0,7,0.667,58.33,52,4,29,7,44,24,24,1.39
2025,76118,원종현,키움,6.13,61,2,4,5,11,0.333,54.33,68,5,18,3,40,42,37,1.58
2025,55348,웰스,키움,3.15,4,1,1,0,0,0.5,20.00,18,0,6,1,16,8,7,1.2
2025,52395,윤석원,키움,5.54,37,1,1,0,8,0.5,37.33,41,3,12,2,27,23,23,1.42
2025,55396,윤현,키움,8.59,17,2,1,0,0,0.667,22.00,31,2,23,5,15,28,21,2.45
2025,50036,이강준,키움,6.57,29,0,3,0,2,0,24.66,29,3,17,2,26,22,18,1.86
2025,55301,이준우,키움,8.61,31,1,4,0,3,0.2,23.00,37,6,12,1,22,23,22,2.13
2025,55382,임진묵,키움,24.55,4,0,0,0,0,,3.66,10,0,5,1,3,11,10,4.09
2025,54362,전준표,키움,8.85,21,2,2,0,1,0.5,20.33,33,2,19,3,15,22,20,2.56
2025,55377,정세영,키움,16.88,4,0,1,0,0,0,2.66,9,0,4,0,2,6,5,4.88
2025,55313,정현우,키움,5.86,18,3,7,0,0,0.3,81.33,92,8,48,6,55,63,53,1.72
2025,69360,조영건,키움,5.68,51,5,5,8,7,0.5,77.66,84,12,38,4,47,51,49,1.57
2025,52330,주승우,키움,2.45,42,2,2,16,5,0.5,44.00,35,7,17,2,35,13,12,1.18
2025,64350,하영민,키움,4.99,28,7,14,0,0,0.333,153.33,169,13,41,9,134,90,85,1.37
2025,53006,강건,KT,24.55,2,0,1,0,0,0,3.66,7,1,7,1,1,10,10,3.82
2025,68050,강백호,KT,18,1,0,0,0,0,,1.00,3,1,1,0,1,2,2,4
2025,64001,고영표,KT,3.3,29,11,8,0,0,0.579,161.00,170,10,30,15,154,70,59,1.24
2025,55040,김동현,KT,13.5,3,0,0,0,0,,3.33,7,2,3,0,4,5,5,3
2025,65048,김민수,KT,4.96,58,4,3,0,11,0.571,52.66,63,5,15,1,36,31,29,1.48
2025,55043,김재원,KT,10.38,4,0,0,0,0,,4.33,3,0,8,1,4,5,5,2.54
2025,67419,문용익,KT,3.14,20,1,0,0,0,1,28.66,21,3,19,0,31,11,10,1.4
2025,55046,박건우,KT,2.7,6,0,0,0,0,,6.66,4,1,4,0,9,2,2,1.2
2025,52060,박영현,KT,3.39,67,5,6,35,1,0.455,69.00,68,9,34,2,77,31,26,1.48
2025,65516,배제성,KT,5.67,8,2,3,0,0,0.4,27.00,38,2,11,0,23,17,17,1.81
2025,50030,소형준,KT,3.3,26,10,7,1,0,0.588,147.33,155,6,29,3,123,60,54,1.25
2025,69041,손동현,KT,3.84,58,5,0,1,13,1,58.66,66,6,12,3,55,30,25,1.33
2025,50859,오원석,KT,3.67,25,11,8,0,0,0.579,132.33,130,10,52,4,113,60,54,1.38
2025,73117,우규민,KT,2.44,53,1,2,0,9,0.333,44.33,45,2,3,4,24,12,12,1.08
2025,54063,원상현,KT,5.21,52,0,3,0,14,0,57.00,56,8,35,1,45,35,33,1.6
2025,69054,이상동,KT,2.49,41,3,0,0,5,1,43.33,31,4,9,2,34,12,12,0.92
2025,67048,이정현,KT,16.62,6,0,0,0,0,,4.33,9,0,4,1,3,8,8,3
2025,68896,이채호,KT,6.17,10,0,0,0,0,,11.66,12,1,5,2,8,8,8,1.46
2025,69113,임준형,KT,5.19,10,0,0,0,0,,8.66,11,0,7,1,6,7,5,2.08
2025,69047,전용주,KT,3.95,21,0,1,0,4,0,13.66,18,0,7,0,11,8,6,1.83
2025,64768,조이현,KT,5.4,3,1,2,0,0,0.333,11.66,17,2,0,1,3,7,7,1.46
2025,65060,주권,KT,4.43,34,0,1,0,0,0,40.66,48,3,13,0,19,23,20,1.5
2025,79140,최동환,KT,8.68,20,1,1,0,0,0.5,18.66,27,4,12,1,9,19,18,2.09
2025,50650,최용준,KT,2,7,1,0,0,0,1,9.00,13,0,2,0,5,2,2,1.67
2025,69032,쿠에바스,KT,5.4,18,3,10,0,0,0.231,98.33,104,13,46,5,60,69,59,1.53
2025,55032,패트릭,KT,3.12,15,3,3,0,2,0.5,60.66,63,2,21,2,45,26,21,1.38
2025,51058,한차현,KT,16.2,2,0,0,0,0,,1.66,4,0,2,0,1,3,3,3.6
2025,54354,헤이수스,KT,3.96,32,9,9,0,1,0.5,163.66,173,17,44,8,165,85,72,1.33
2025,77263,김강률,LG,1.46,12,1,0,1,4,1,12.33,7,0,8,1,9,2,2,1.22
2025,55167,김영우,LG,2.4,66,3,2,1,7,0.6,60.00,49,2,30,3,56,17,16,1.32
2025,64596,김유영,LG,12.46,6,0,0,0,0,,4.33,8,0,4,1,5,6,6,2.77
2025,55122,김종운,LG,5.4,2,0,0,0,0,,1.66,2,2,0,0,2,3,1,1.2
2025,65411,김주온,LG,27,1,0,1,0,0,0,,0,0,2,2,1,1,1,6
2025,75867,김진성,LG,3.44,78,6,4,1,33,0.6,70.66,61,7,24,0,63,28,27,1.2
2025,51154,김진수,LG,9,4,0,0,0,0,,5.00,11,2,1,0,6,5,5,2.4
2025,53139,박명근,LG,4.89,44,3,4,4,10,0.429,38.66,36,5,16,5,30,21,21,1.34
2025,55121,박시원,LG,13.5,2,0,0,0,0,,1.33,0,0,5,0,0,2,2,3.75
2025,63145,배재준,LG,5.54,14,0,0,0,1,,13.00,9,1,7,1,14,8,8,1.23
2025,65109,백승현,LG,3.9,33,1,0,0,2,1,30.00,28,2,28,1,27,13,13,1.87
2025,68159,성동현,LG,9,12,0,0,0,0,,9.00,10,2,9,0,6,9,9,2.11
2025,67143,손주영,LG,3.41,30,11,6,0,0,0.647,153.00,153,8,49,4,132,67,58,1.32
2025,51111,송승기,LG,3.5,28,11,6,0,0,0.647,144.00,149,15,49,1,125,61,56,1.38
2025,54119,에르난데스,LG,4.23,14,4,4,0,0,0.5,66.00,53,7,24,5,73,32,31,1.17
2025,51526,우강훈,LG,4.66,11,0,0,0,0,,9.66,12,0,6,2,5,5,5,1.86
2025,50106,유영찬,LG,2.63,39,2,2,21,1,0.5,41.00,31,2,23,3,52,14,12,1.32
2025,61145,이우찬,LG,1.89,23,0,1,0,0,0,19.00,13,0,14,1,20,6,4,1.42
2025,69134,이정용,LG,5.03,39,6,1,1,7,0.857,34.00,32,3,12,2,26,19,19,1.29
2025,50904,이종준,LG,0,2,0,0,0,0,,1.66,0,0,1,0,2,0,0,0.6
2025,69108,이지강,LG,5.32,43,1,2,3,4,0.333,47.33,50,4,24,1,39,29,28,1.56
2025,61101,임찬규,LG,3.03,27,11,7,0,0,0.611,160.33,163,9,40,6,107,61,54,1.27
2025,63950,장현식,LG,4.35,56,3,3,10,5,0.5,49.66,65,4,21,5,38,27,24,1.73
2025,69159,정우영,LG,20.25,4,0,0,0,0,,2.66,1,1,4,1,3,6,6,1.88
2025,68419,최채흥,LG,5.28,13,0,1,0,2,0,29.00,35,3,14,1,21,17,17,1.69
2025,55146,치리노스,LG,3.31,30,13,6,0,0,0.684,177.00,173,5,36,9,137,71,65,1.18
2025,55138,코엔 윈,LG,7.04,5,1,1,0,0,0.5,23.00,28,4,4,5,8,19,18,1.39
2025,55130,톨허스트,LG,2.86,8,6,2,0,0,0.75,44.00,39,2,16,2,45,15,14,1.25
2025,63248,함덕주,LG,6,31,2,3,0,1,0.4,27.00,14,1,18,0,26,19,18,1.19
2025,55532,감보아,롯데,3.58,19,7,8,0,0,0.467,108.00,97,6,49,4,117,54,43,1.35
2025,63543,구승민,롯데,7,11,0,1,0,1,0,9.00,9,1,7,1,10,10,7,1.78
2025,65522,김강현,롯데,4,67,2,2,0,4,0.5,72.00,69,9,21,7,36,37,32,1.25
2025,76430,김상수,롯데,6.38,45,0,1,2,3,0,36.66,48,4,18,3,27,26,26,1.8
2025,62528,김원중,롯데,2.67,53,4,3,32,0,0.571,60.66,58,4,33,2,69,21,18,1.5
2025,51516,김진욱,롯데,10,14,1,3,0,0,0.25,27.00,42,10,16,2,24,32,30,2.15
2025,55566,김태현,롯데,4.5,1,0,0,0,0,,2.00,1,0,4,0,2,2,1,2.5
