연도,선수_ID,선수명,포지션,데이터유무
2022,62864,김민식,타자,O
2022,65764,김민우,투수,O
2022,54608,김민재,투수,X
2022,54645,김민주,투수,X
2022,61554,김민하,타자,X
2022,64004,김민혁,타자,O
2022,65269,김민혁,타자,O
2022,53144,김범석,타자,X
2022,65769,김범수,투수,O
2022,69980,김범준,타자,X
2022,52002,김병준,타자,X
2022,50304,김병휘,타자,X
2022,64014,김병희,타자,O
2022,63894,김사윤,투수,O
2022,52402,김상민,타자,X
2022,76430,김상수,투수,O
2022,79402,김상수,타자,O
2022,52460,김서준,투수,O
2022,55359,김서준,투수,X
2022,53754,김서현,투수,X
2022,67610,김석환,타자,O
2022,66018,김선기,투수,O
2022,78603,김선빈,타자,O
2022,51604,김선우,타자,O
2022,50848,김성민,투수,X
2022,67828,김성민,투수,X
2022,52105,김성우,타자,X
2022,62934,김성욱,타자,X
2022,67449,김성윤,타자,O
2022,55216,김성재,타자,X
2022,51301,김성진,투수,O
2022,69105,김성진,타자,X
2022,63435,김성표,타자,O
2022,76802,김성현,타자,O
2022,52514,김세민,타자,O
2022,76350,김세현,투수,X
2022,54905,김세훈,타자,X
2022,67900,김수윤,타자,O
2022,50115,김수인,타자,X
2022,68346,김수환,타자,O
2022,50711,김승일,투수,X
2022,66492,김승현,투수,O
2022,51303,김시앙,타자,O
2022,67467,김시현,투수,X
2022,68928,김시훈,투수,O
2022,54368,김연주,투수,X
2022,68900,김영규,투수,O
2022,55167,김영우,투수,X
2022,52430,김영웅,타자,O
2022,68130,김영준,투수,O
2022,51097,김영현,투수,X
2022,78217,김용의,타자,X
2022,65898,김웅빈,타자,O
2022,62528,김원중,투수,O
2022,53262,김유성,투수,X
2022,68659,김유신,투수,O
2022,64596,김유영,투수,O
2022,50157,김윤식,투수,O
2022,54319,김윤하,투수,X
2022,65304,김은성,타자,X
2022,60288,김응민,타자,O
2022,69367,김인범,투수,X
2022,63257,김인태,타자,O
2022,66715,김인환,타자,O
2022,53400,김재상,타자,X
2022,65132,김재성,타자,O
2022,64580,김재열,투수,O
2022,66741,김재영,투수,O
2022,67391,김재웅,투수,O
2022,55043,김재원,투수,X
2022,65506,김재유,타자,X
2022,65062,김재윤,투수,O
2022,52424,김재혁,타자,O
2022,62332,김재현,타자,O
2022,64499,김재현,타자,O
2022,74206,김재호,타자,O
2022,78224,김재환,타자,O
2022,53865,김정민,타자,X
2022,55646,김정엽,투수,X
2022,68830,김정우,투수,X
2022,53029,김정운,투수,X
2022,65392,김정인,투수,X
2022,51903,김정호,타자,X
2022,63765,김종수,투수,O
2022,55122,김종운,투수,X
2022,66162,김주성,타자,X
2022,65411,김주온,투수,O
2022,52140,김주완,투수,O
2022,51907,김주원,타자,O
2022,66859,김주한,투수,X
2022,66749,김주현,타자,X
2022,69306,김주형,타자,O
2022,55226,김준상,타자,X
2022,63920,김준완,타자,O
2022,62558,김준태,타자,O
2022,51393,김준형,투수,O
2022,65503,김지수,타자,X
2022,60181,김지용,타자,X
2022,50458,김지찬,타자,O
2022,75867,김진성,투수,O
2022,51154,김진수,투수,X
2022,67737,김진영,투수,X
2022,51516,김진욱,투수,O
2022,67954,김진호,투수,O
2022,66917,김찬형,타자,X
2022,69825,김창평,타자,X
2022,51586,김창훈,투수,O
2022,50992,김태경,투수,O
2022,78122,김태군,타자,O
2022,71752,김태균,타자,X
2022,69207,김태근,타자,O
2022,66704,김태연,타자,O
2022,66064,김태오,투수,O
2022,67768,김태욱,투수,X
2022,52803,김태윤,타자,X
2022,64984,김태진,타자,O
2022,55566,김태현,투수,X
2022,67956,김태현,투수,X
2022,55610,김태형,투수,X
2022,67122,김태형,투수,X
2022,55995,김태훈,투수,X
2022,62360,김태훈,투수,O
2022,65040,김태훈,타자,O
2022,79847,김태훈,투수,O
2022,54263,김택연,투수,X
2022,65343,김택형,투수,O
2022,50902,김한별,타자,O
2022,55221,김한중,투수,X
2022,61404,김헌곤,타자,O
2022,69516,김현수,투수,O
2022,76290,김현수,타자,O
2022,54166,김현종,타자,X
2022,51417,김현준,타자,O
2022,66630,김현준,투수,O
2022,68912,김형준,타자,X
2022,67304,김혜성,타자,O
2022,65653,김호령,타자,O
2022,66113,김호은,타자,O
2022,64407,김호재,타자,O
2022,68269,김호준,투수,X
2022,54460,김호진,타자,X
2022,51344,김휘집,타자,O
2022,67539,나균안,투수,O
2022,62947,나성범,타자,O
2022,51551,나승엽,타자,X
2022,67454,나원탁,투수,O
2022,73209,나주환,타자,X
2022,78629,나지완,타자,O
2022,50720,남지민,투수,O
2022,66052,남태혁,타자,X
2022,66660,남하준,투수,O
2022,69104,남호,투수,X
2022,54640,네일,투수,X
2022,62920,노건우,투수,O
2022,73211,노경은,투수,O
2022,52833,노바,투수,O
2022,63704,노수광,타자,O
2022,69737,노시환,타자,O
2022,69996,노시훈,투수,X
2022,52394,노운현,투수,O
2022,62931,노진혁,타자,O
2022,64704,노태형,타자,X
2022,52637,놀린,투수,O
2022,51636,다카하시,투수,X
2022,54804,더거,투수,X
2022,52950,더모디,투수,O
2022,50040,데스파이네,투수,O
2022,54944,데이비슨,타자,X
2022,55536,데이비슨,투수,X
2022,53327,도슨,타자,X
2022,66965,도태훈,타자,O
2022,54400,디아즈,타자,X
2022,53233,딜런,투수,X
2022,52025,라모스,타자,O
2022,52707,라미레즈,투수,O
2022,54666,라우어,투수,X
2022,69439,라이블리,투수,X
2022,55903,라일리,투수,X
2022,54443,레예스,투수,X
2022,54529,레이예스,타자,X
2022,52547,렉스,타자,O
2022,55912,로건,투수,X
2022,52645,로니,투수,O
2022,55322,로젠버그,투수,X
2022,51234,로켓,투수,X
2022,67025,로하스,타자,X
2022,52112,루이즈,타자,O
2022,69940,루친스키,투수,O
2022,53404,류승민,타자,X
2022,66615,류승현,타자,O
2022,63103,류원석,투수,X
2022,62234,류지혁,타자,O
2022,65949,류진욱,투수,O
2022,53036,류현인,타자,X
2022,54219,류현준,타자,X
2022,76715,류현진,투수,X
2022,50868,류효승,타자,X
2022,64029,류희운,투수,O
2022,51834,르위키,투수,X
2022,55703,리베라토,타자,X
2022,50506,마차도,타자,X
2022,52904,마티니,타자,O
2022,53955,마틴,타자,X
2022,55844,맥브룸,타자,X
2022,53833,맥카티,투수,X
2022,54424,맥키넌,타자,X
2022,53322,맥키니,투수,X
2022,53645,메디나,투수,X
2022,55342,메르세데스,투수,X
2022,51619,멩덴,투수,X
2022,52808,모리만도,투수,O
2022,78813,모창민,타자,X
2022,53973,목지훈,투수,X
2022,51439,몽고메리,투수,X
2022,65643,문경찬,투수,O
2022,64554,문동욱,투수,X
2022,52701,문동주,투수,O
2022,69102,문보경,타자,O
2022,67063,문상인,타자,O
2022,50007,문상준,타자,O
2022,64007,문상철,타자,O
2022,68119,문성주,타자,O
2022,60336,문성현,투수,O
2022,62869,문승원,투수,O
2022,67419,문용익,투수,O
2022,67259,문원,투수,X
2022,52121,문정빈,타자,X
2022,50365,문찬종,타자,X
2022,53764,문현빈,타자,X
2022,51257,미란다,투수,O
2022,76249,민병헌,타자,X
2022,54720,바리아,투수,X
2022,51645,박건우,투수,X
2022,55046,박건우,투수,X
2022,55509,박건우,타자,X
2022,79215,박건우,타자,O
2022,73113,박경수,타자,O
2022,64468,박계범,타자,O
2022,55164,박관우,타자,X
2022,50397,박관진,투수,X
2022,53469,박권후,투수,X
2022,54802,박기호,투수,X
2022,64944,박대온,타자,O
2022,52994,박동수,투수,O
2022,79365,박동원,타자,O
2022,50563,박로건,투수,X
2022,53139,박명근,투수,X
2022,50657,박민,타자,O
2022,69056,박민석,타자,X
2022,62907,박민우,타자,O
2022,53204,박민준,타자,X
2022,64893,박민호,투수,O
2022,54304,박범준,투수,X
2022,75125,박병호,타자,O
2022,66707,박상언,타자,O
2022,67703,박상원,투수,O
2022,74465,박석민,타자,O
2022,66556,박선우,투수,X
2022,53305,박성빈,타자,X
2022,54807,박성빈,투수,X
2022,68703,박성웅,투수,X
2022,51298,박성재,타자,X
2022,67893,박성한,타자,O
2022,64021,박세웅,투수,O
2022,65844,박세웅,투수,O
2022,66047,박세진,투수,X
2022,62244,박세혁,타자,O
2022,55568,박세현,투수,X
2022,63292,박소준,투수,X
2022,52305,박수종,타자,X
2022,69418,박승규,타자,O
2022,62802,박승욱,타자,O
2022,66305,박승주,타자,X
2022,60559,박시영,투수,O
2022,50996,박시원,타자,X
2022,55121,박시원,투수,X
2022,50812,박시후,투수,O
2022,68249,박신지,투수,O
2022,50906,박영빈,타자,X
2022,69507,박영완,투수,X
2022,52060,박영현,투수,O
2022,50205,박웅,투수,O
2022,67202,박유연,타자,O
2022,53301,박윤성,투수,X
2022,69762,박윤철,투수,O
2022,55563,박재엽,타자,X
2022,64100,박재욱,타자,X
2022,55636,박재현,타자,X
2022,65639,박정수,투수,O
2022,67609,박정우,타자,O
2022,62353,박정음,타자,X
2022,61396,박정준,투수,O
2022,50709,박정현,타자,O
2022,55394,박정훈,투수,X
2022,60841,박종훈,투수,O
2022,69328,박주성,투수,O
2022,69900,박주찬,타자,X
2022,50411,박주혁,투수,O
2022,68097,박주현,투수,X
2022,50357,박주홍,타자,O
2022,55252,박준순,타자,X
2022,52731,박준영,투수,O
2022,66928,박준영,타자,O
2022,54503,박준우,투수,X
2022,64657,박준태,타자,O
2022,63638,박준표,투수,O
2022,69363,박준형,타자,X
2022,54213,박지호,투수,X
2022,54805,박지환,타자,X
2022,50204,박지훈,타자,X
2022,69594,박진,투수,X
2022,53411,박진우,타자,X
2022,63991,박진우,투수,X
2022,63512,박진형,투수,X
2022,52348,박찬혁,타자,O
2022,55530,박찬형,타자,X
2022,64646,박찬호,타자,O
2022,67266,박치국,투수,O
2022,53992,박한결,타자,X
2022,62415,박해민,타자,O
2022,55637,박헌,타자,X
2022,51803,박형준,타자,X
2022,52528,반즈,투수,O
2022,54243,발라조빅,투수,X
2022,51761,배동현,투수,X
2022,69974,배민서,투수,X
2022,64501,배성근,타자,O
2022,53587,배영빈,타자,X
2022,63145,배재준,투수,O
2022,64995,배재환,투수,X
2022,64166,배정대,타자,O
2022,65516,배제성,투수,O
2022,55455,배찬승,투수,X
2022,63559,백동훈,타자,X
2022,54507,백두산,타자,X
2022,69839,백승건,투수,X
2022,64410,백승민,타자,X
2022,53298,백승우,투수,X
2022,65109,백승현,투수,O
2022,78643,백용환,타자,O
2022,77446,백정현,투수,O
2022,52043,벤자민,투수,O
2022,55526,벨라스케즈,투수,X
2022,68305,변상권,타자,X
2022,62263,변시원,투수,X
2022,69727,변우혁,타자,O
2022,50404,뷰캐넌,투수,O
2022,52257,브랜든,투수,O
2022,50636,브룩스,투수,X
2022,67313,브리검,투수,X
2022,53665,산체스,투수,X
2022,53714,산체스,투수,X
2022,78168,서건창,타자,O
2022,64759,서균,투수,X
2022,64896,서동민,투수,O
2022,53569,서동욱,타자,X
2022,69803,서상준,투수,X
2022,66203,서예일,타자,O
2022,53309,서유신,타자,X
2022,66068,서의태,투수,X
2022,61895,서진용,투수,O
2022,69995,서호철,타자,O
2022,53560,석상호,투수,X
2022,52804,석정우,타자,O
2022,68159,성동현,투수,X
2022,54610,성영탁,투수,X
2022,50109,성재헌,투수,X
2022,67962,소이현,투수,X
2022,52630,소크라테스,타자,O
2022,50030,소형준,투수,O
2022,69041,손동현,투수,X
2022,53057,손민석,타자,X
2022,51528,손성빈,타자,X
2022,77532,손아섭,타자,O
2022,54156,손용준,타자,X
2022,63914,손정욱,타자,X
2022,67143,손주영,투수,O
2022,54904,손주환,투수,X
2022,54363,손현기,투수,X
2022,50150,손호영,타자,O
2022,55300,손힘찬,투수,X
2022,53105,송대현,타자,X
2022,69962,송명기,투수,O
2022,64012,송민섭,타자,O
2022,65357,송성문,타자,O
2022,51111,송승기,투수,O
2022,69203,송승환,타자,O
2022,53898,송영진,투수,X
2022,61156,송윤준,투수,O
2022,73801,송은범,투수,O
2022,53303,송재선,타자,X
2022,51594,송재영,투수,X
2022,52391,송정인,투수,O
2022,64469,송준석,타자,O
2022,54394,송지후,타자,X
2022,68110,송찬의,타자,O
2022,51767,송호정,타자,X
2022,67606,송후섭,투수,O
2022,51136,수아레즈,투수,X
2022,52457,수아레즈,투수,O
2022,53040,슐서,투수,X
2022,51334,스미스,투수,X
2022,53734,스미스,투수,X
2022,54615,스타우트,투수,X
2022,52234,스탁,투수,O
2022,55326,스톤,타자,X
2022,50558,스트레일리,투수,O
2022,55013,스티븐슨,타자,X
2022,52557,스파크맨,투수,O
2022,54843,시라카와,투수,X
2022,65207,신민재,타자,O
2022,68902,신민혁,투수,O
2022,66662,신범수,타자,O
2022,62556,신본기,타자,O
2022,64086,신성현,타자,O
2022,53919,신영우,투수,X
2022,53991,신용석,타자,X
2022,69508,신윤후,타자,O
2022,62937,신재영,투수,O
2022,75138,신재웅,타자,X
2022,60140,신정락,투수,O
2022,50312,신준우,타자,O
2022,55860,신지환,투수,X
2022,50758,신지후,투수,X
2022,52873,신헌민,투수,O
2022,64006,심우준,타자,O
2022,64017,심재민,투수,O
2022,55438,심재훈,타자,X
2022,61411,심창민,투수,O
2022,54306,심휘윤,타자,X
2022,50202,안권수,타자,O
2022,66864,안상현,타자,O
2022,64011,안승한,타자,O
2022,73738,안영명,투수,O
2022,68341,안우진,투수,O
2022,65115,안익훈,타자,O
2022,50901,안인산,타자,X
2022,51203,안재석,타자,O
2022,66406,안주형,타자,O
2022,64022,안중열,타자,O
2022,67006,안치영,타자,X
2022,79608,안치홍,타자,O
2022,52001,안현민,타자,X
2022,54664,알드레드,투수,X
2022,69045,알칸타라,투수,X
2022,50923,알테어,타자,X
2022,52009,알포드,타자,O
2022,52308,애플러,투수,O
2022,53664,앤더슨,투수,X
2022,54833,앤더슨,투수,X
2022,54408,양도근,타자,X
2022,64153,양석환,타자,O
2022,50813,양선률,투수,X
2022,68002,양승혁,타자,O
2022,69403,양우현,타자,X
2022,76232,양의지,타자,O
2022,55215,양재훈,투수,X
2022,67365,양지율,투수,X
2022,50293,양찬열,타자,O
2022,68415,양창섭,투수,O
2022,61268,양현,투수,O
2022,55370,양현종,타자,X
2022,77637,양현종,투수,O
2022,55392,어준서,타자,X
2022,65056,엄상백,투수,O
2022,53827,에레디아,타자,X
2022,54119,에르난데스,투수,X
2022,54134,엔스,투수,X
2022,53825,엘리아스,투수,X
2022,54205,여동건,타자,X
2022,55393,여동욱,타자,X
2022,55339,염승원,타자,X
2022,68330,예진원,타자,O
2022,53712,오그레디,타자,X
2022,50208,오명진,타자,X
2022,53300,오상원,투수,X
2022,55005,오서진,타자,X
2022,67116,오석주,투수,O
2022,69636,오선우,타자,X
2022,78756,오선진,타자,O
2022,53123,오스틴,타자,X
2022,75421,오승환,투수,O
2022,68904,오영수,타자,O
2022,50859,오원석,투수,O
2022,64504,오윤석,타자,O
2022,51991,오장한,타자,X
2022,77248,오재원,타자,O
2022,75334,오재일,타자,O
2022,68614,오정환,타자,X
2022,74359,오주원,타자,X
2022,61743,오준혁,타자,O
2022,79109,오지환,타자,O
2022,60558,오태곤,타자,O
2022,51996,오태양,타자,O
2022,79293,오현택,투수,X
2022,55633,올러,투수,X
2022,53927,와이드너,투수,X
2022,54755,와이스,투수,X
2022,69343,요키시,투수,O
2022,51526,우강훈,투수,X
2022,73117,우규민,투수,O
2022,54063,원상현,투수,X
2022,54307,원성준,타자,X
2022,54702,원종혁,투수,X
2022,76118,원종현,투수,O
2022,69446,원태인,투수,O
2022,67760,원혁재,타자,O
2022,55348,웰스,투수,X
2022,55645,위즈덤,타자,X
2022,53716,윌리엄스,타자,X
2022,53546,윌커슨,투수,X
2022,61102,유강남,타자,O
2022,69766,유로결,타자,O
2022,62265,유민상,타자,X
2022,52705,유상빈,타자,O
2022,64890,유서준,타자,X
2022,67640,유승철,투수,O
2022,50106,유영찬,투수,X
2022,76757,유원상,투수,X
2022,66160,유재유,투수,X
2022,51013,유준규,타자,O
2022,50604,유지성,투수,X
2022,74339,유한준,타자,X
2022,79229,유희관,투수,X
2022,54404,육선엽,투수,X
2022,54064,육청명,투수,X
2022,63464,윤대경,투수,O
2022,52667,윤도현,타자,X
2022,52591,윤동희,타자,O
2022,62242,윤명준,투수,O
2022,69213,윤산흠,투수,O
2022,52395,윤석원,투수,X
2022,67588,윤성빈,투수,X
2022,53505,윤수녕,타자,X
2022,53613,윤영철,투수,X
2022,68463,윤정빈,타자,O
2022,69399,윤정현,투수,O
2022,50092,윤준혁,타자,X
2022,53296,윤준호,타자,X
2022,68619,윤중현,투수,O
2022,52867,윤태현,투수,O
2022,52202,윤태호,투수,X
2022,55396,윤현,투수,X
2022,63905,윤형준,타자,O
2022,63961,윤호솔,투수,O
2022,50036,이강준,투수,O
2022,64861,이건욱,투수,O
2022,69205,이교훈,투수,X
2022,52868,이기순,투수,X
2022,67008,이대은,투수,X
2022,71564,이대호,타자,O
2022,65703,이도윤,타자,O
2022,53615,이도현,투수,X
2022,53892,이로운,투수,X
2022,69366,이명기,타자,O
2022,76849,이명기,타자,O
2022,52397,이명종,투수,O
2022,52530,이민석,투수,O
2022,65616,이민우,투수,O
2022,55710,이민재,타자,X
2022,53795,이민준,타자,X
2022,50126,이민호,투수,O
2022,51110,이믿음,투수,X
2022,67363,이병규,타자,O
2022,76100,이병규,타자,X
2022,52204,이병헌,투수,O
2022,69428,이병헌,타자,O
2022,75342,이보근,투수,X
2022,65117,이상규,투수,X
2022,69054,이상동,투수,X
2022,63960,이상민,투수,O
2022,69168,이상영,투수,X
2022,52063,이상우,투수,O
2022,52704,이상혁,타자,X
2022,60566,이상호,타자,O
2022,54595,이선우,타자,X
2022,55224,이선우,타자,X
2022,69068,이선우,투수,X
2022,64266,이성곤,타자,O
2022,66409,이성규,타자,O
2022,73136,이성열,타자,X
2022,71184,이성우,타자,X
2022,55632,이성원,투수,X
2022,64464,이수민,투수,O
2022,68797,이승관,투수,O
2022,50464,이승민,투수,O
2022,54806,이승민,타자,X
2022,53302,이승원,타자,X
2022,51668,이승재,투수,O
2022,64805,이승진,투수,O
2022,68529,이승헌,투수,O
2022,68910,이승헌,투수,X
2022,51454,이승현,투수,O
2022,55712,이승현,타자,X
2022,60146,이승현,투수,O
2022,67603,이승호,투수,O
2022,66702,이시원,타자,O
2022,51100,이영빈,타자,O
2022,55503,이영재,투수,X
2022,64051,이영준,투수,O
2022,66291,이영하,투수,O
2022,74163,이용규,타자,O
2022,51948,이용준,투수,O
2022,77211,이용찬,투수,O
2022,65964,이우석,투수,O
2022,63260,이우성,타자,O
2022,61145,이우찬,투수,O
2022,68700,이원석,타자,O
2022,75566,이원석,타자,O
2022,52295,이원재,투수,X
2022,62025,이원재,타자,X
2022,67207,이유찬,타자,O
2022,55832,이율예,타자,X
2022,51648,이의리,투수,O
2022,64565,이인복,투수,O
2022,50608,이인한,타자,X
2022,52715,이재민,투수,O
2022,54305,이재상,타자,X
2022,67993,이재용,타자,O
2022,68106,이재원,타자,O
2022,76812,이재원,타자,O
2022,66968,이재율,타자,X
2022,63492,이재익,투수,O
2022,60263,이재학,투수,O
2022,52415,이재현,타자,O
2022,51307,이재홍,타자,O
2022,51460,이재희,투수,X
2022,67807,이정범,타자,O
2022,69134,이정용,투수,O
2022,67048,이정현,투수,O
2022,67341,이정후,타자,O
2022,67644,이정훈,타자,O
2022,50354,이종민,투수,X
2022,50904,이종준,투수,X
2022,51560,이주찬,타자,X
2022,52154,이주헌,타자,X
2022,50167,이주형,타자,X
2022,51302,이주형,타자,O
2022,65665,이준영,투수,O
2022,55301,이준우,투수,X
2022,52992,이준혁,투수,X
2022,53996,이준호,투수,X
2022,69108,이지강,투수,O
2022,79456,이지영,타자,O
2022,66657,이진영,타자,O
2022,53562,이진하,투수,X
2022,67164,이찬혁,투수,X
2022,51407,이창용,타자,X
2022,65057,이창재,투수,O
2022,64560,이창진,타자,O
2022,68896,이채호,투수,O
2022,61186,이천웅,타자,O
2022,63749,이충호,투수,O
2022,55511,이태경,타자,X
2022,60768,이태양,투수,O
2022,53594,이태연,투수,X
2022,68466,이태훈,타자,O
2022,69453,이학주,타자,O
2022,69416,이해승,타자,O
2022,60343,이해창,타자,O
2022,65869,이현석,타자,O
2022,76329,이현승,투수,O
2022,62951,이형범,투수,O
2022,78135,이형종,타자,O
2022,55663,이호민,투수,X
2022,53455,이호성,투수,X
2022,68504,이호연,타자,O
2022,54598,이호준,타자,X
2022,63634,이홍구,타자,X
2022,63440,이흥련,타자,O
2022,65398,임규빈,타자,X
2022,52807,임근우,타자,X
2022,62754,임기영,투수,O
2022,66493,임대한,투수,O
2022,64346,임병욱,타자,X
2022,54900,임상현,투수,X
2022,66833,임석진,타자,O
2022,63959,임정호,투수,O
2022,54236,임종성,타자,X
2022,50704,임종찬,타자,O
2022,62611,임준섭,투수,O
2022,69113,임준형,투수,O
2022,52902,임지민,투수,X
2022,64340,임지열,타자,O
2022,55382,임진묵,투수,X
2022,61101,임찬규,투수,O
2022,78352,임창민,투수,O
2022,50244,장규빈,타자,X
2022,51762,장규현,타자,X
2022,68507,장두성,타자,O
2022,51665,장민기,투수,X
2022,79764,장민재,투수,O
2022,78548,장성우,타자,O
2022,53596,장세진,투수,X
2022,63202,장승현,타자,O
2022,77318,장시환,투수,O
2022,63700,장운호,타자,O
2022,50706,장웅정,투수,X
2022,74513,장원준,투수,O
2022,51359,장재영,타자,X
2022,50641,장재혁,투수,O
2022,64115,장준원,타자,O
2022,69645,장지수,투수,O
2022,51706,장지승,타자,X
2022,51895,장지훈,투수,O
2022,66706,장진혁,타자,O
2022,77927,장필준,투수,O
2022,63950,장현식,투수,O
2022,55239,잭로그,투수,X
2022,68869,전경원,타자,O
2022,54214,전다민,타자,X
2022,69204,전루건,투수,O
2022,78361,전민수,타자,O
2022,68205,전민재,타자,O
2022,65586,전병우,타자,O
2022,69969,전사민,투수,O
2022,66609,전상현,투수,O
2022,52809,전영준,투수,O
2022,69047,전용주,투수,X
2022,75340,전유수,투수,O
2022,50820,전의산,타자,O
2022,78513,전준우,타자,O
2022,54362,전준표,투수,X
2022,67123,전준호,투수,X
2022,51009,전진영,타자,O
2022,55397,전태현,타자,X
2022,50995,정구범,투수,O
2022,53568,정대선,타자,X
2022,66858,정동윤,투수,X
2022,51764,정민규,타자,O
2022,54467,정민성,투수,X
2022,76720,정범모,타자,O
2022,68518,정보근,타자,O
2022,71842,정상호,타자,X
2022,65058,정성곤,투수,O
2022,68556,정성종,투수,O
2022,55377,정세영,투수,X
2022,66960,정수민,투수,X
2022,79231,정수빈,타자,O
2022,62056,정영일,투수,X
2022,74857,정우람,타자,X
2022,69159,정우영,투수,O
2022,55743,정우주,투수,X
2022,51546,정우준,투수,X
2022,68743,정은원,타자,O
2022,75151,정의윤,타자,X
2022,79440,정인욱,투수,X
2022,79150,정주현,타자,X
2022,53058,정준영,타자,X
2022,54812,정준재,타자,X
2022,54149,정지헌,투수,X
2022,61869,정진기,타자,O
2022,61208,정진호,타자,X
2022,78148,정찬헌,타자,X
2022,68242,정철원,투수,O
2022,50662,정해영,투수,O
2022,53659,정해원,타자,X
2022,63450,정현,타자,X
2022,54537,정현수,투수,X
2022,54815,정현승,타자,X
2022,55313,정현우,투수,X
2022,55926,정현창,타자,X
2022,60523,정훈,타자,O
2022,54295,제러드,타자,X
2022,50211,제환유,투수,X
2022,68089,조대현,타자,O
2022,54768,조동욱,투수,X
2022,65067,조무근,타자,X
2022,52903,조민석,투수,O
2022,52405,조민성,타자,O
2022,51897,조병현,투수,X
2022,63342,조상우,투수,X
2022,68848,조성훈,투수,X
2022,52516,조세진,타자,O
2022,66209,조수행,타자,O
2022,69360,조영건,투수,X
2022,51809,조요한,투수,O
2022,64868,조용호,타자,O
2022,52149,조원태,투수,O
2022,64768,조이현,투수,X
2022,50296,조제영,투수,X
2022,69705,조한민,타자,X
2022,64047,조현우,투수,O
2022,51701,조현진,타자,X
2022,51865,조형우,타자,O
2022,65060,주권,투수,O
2022,69332,주성원,타자,X
2022,52330,주승우,투수,O
2022,65707,주현상,투수,O
2022,66354,주효상,타자,X
2022,51060,지명성,투수,O
2022,73306,지석훈,타자,X
2022,64717,지시완,타자,O
2022,79545,진명호,투수,O
2022,52558,진승현,투수,O
2022,54148,진우영,투수,X
2022,76650,진해수,투수,O
2022,64615,차명진,투수,X
