player_id,Name,BB%,K%,BB/K,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+
66706,장진혁,8.90%,22.00%,0.4,0.335,0.412,0.747,0.149,5.5,0.321,-0.3,41,-2.9,0.34,93
68205,전민재,6.20%,19.20%,0.32,0.301,0.298,0.6,0.052,5.3,0.301,-0.2,21,-16.5,0.281,56
78513,전준우,10.10%,17.40%,0.58,0.369,0.485,0.854,0.191,3.4,0.327,-0.2,78,12.8,0.381,120
79231,정수빈,11.70%,11.80%,0.99,0.376,0.361,0.737,0.076,7,0.319,3.7,81,-1.6,0.347,98
54812,정준재,7.90%,20.40%,0.39,0.371,0.405,0.776,0.098,8.3,0.394,0.6,34,1.6,0.358,105
60523,정훈,10.80%,19.40%,0.56,0.343,0.432,0.774,0.165,1.5,0.309,-0.5,44,-0.4,0.349,99
60523,정훈,5.00%,20.00%,0.25,0.268,0.308,0.576,0.092,1.1,0.266,-0.2,13,-11,0.267,55
66209,조수행,8.60%,13.90%,0.62,0.334,0.293,0.627,0.027,8.3,0.312,8.7,35,-16.6,0.3,68
79192,채은성,9.80%,16.70%,0.59,0.351,0.463,0.815,0.193,1.8,0.29,-0.6,73,5.8,0.364,109
50054,천성호,7.10%,16.90%,0.42,0.346,0.368,0.714,0.073,7.3,0.356,1.2,30,-4.3,0.331,88
67905,천재환,5.50%,22.00%,0.25,0.335,0.405,0.739,0.121,5.8,0.352,0.5,29,-2.8,0.336,91
66606,최원준,9.80%,13.00%,0.76,0.371,0.42,0.791,0.128,6,0.323,-0.5,74,5.4,0.363,108
50707,최인호,10.20%,12.70%,0.81,0.367,0.395,0.762,0.11,5.9,0.324,0.4,33,0.5,0.352,101
78288,최재훈,9.50%,16.70%,0.57,0.371,0.336,0.706,0.079,1.4,0.304,-0.3,44,-3.2,0.339,93
75847,최정,10.00%,20.70%,0.48,0.384,0.594,0.978,0.303,4.6,0.306,0.2,108,33.8,0.422,146
76267,최주환,8.60%,16.90%,0.51,0.325,0.39,0.715,0.133,1.6,0.288,-0.8,61,-12.3,0.324,83
50854,최지훈,9.20%,13.10%,0.7,0.345,0.418,0.763,0.143,8,0.303,3.6,72,-1.7,0.346,98
72443,최형우,10.70%,17.70%,0.6,0.361,0.499,0.86,0.219,3,0.301,-0.6,77,11.6,0.378,118
51817,추신수,12.30%,22.50%,0.54,0.373,0.403,0.776,0.123,4.6,0.355,0.3,43,2,0.358,105
54730,페라자,12.10%,24.70%,0.49,0.364,0.486,0.85,0.211,3,0.332,-1.3,82,11.5,0.376,116
69813,하재훈,5.70%,28.40%,0.2,0.292,0.417,0.709,0.169,5.6,0.318,1.9,33,-9.9,0.314,77
62895,한유섬,8.80%,27.20%,0.32,0.314,0.453,0.767,0.218,1.6,0.282,-0.8,65,-5.5,0.338,92
68646,한준수,6.60%,15.20%,0.44,0.351,0.456,0.808,0.15,1.5,0.34,-0.2,45,2.4,0.359,106
79240,허경민,7.50%,5.20%,1.44,0.384,0.427,0.811,0.118,3.8,0.312,0.1,74,9.1,0.372,114
66108,홍창기,15.10%,14.60%,1.03,0.447,0.41,0.857,0.074,3.9,0.398,-3.9,115,29.3,0.403,134
50500,황성빈,7.60%,13.80%,0.55,0.375,0.437,0.812,0.117,9.5,0.368,5.1,62,6.8,0.37,112
54795,황영묵,8.00%,14.40%,0.55,0.365,0.372,0.738,0.072,4.5,0.351,-2.9,51,-1.9,0.344,96
76313,황재균,6.30%,17.70%,0.36,0.309,0.383,0.692,0.124,2.4,0.297,-2.4,56,-16.5,0.314,77
