선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
양우현,삼성,2루수,6,1,21,1,0,4,5,1,0.900,0,0,0,-
양창섭,삼성,투수,33,6,63,1,0,3,9,1,0.923,0,0,0,-
양현,삼성,투수,4,0,3 1/3,0,0,0,0,0,-,0,0,0,-
오승환,삼성,투수,12,0,9,0,0,0,1,0,1.000,0,0,0,-
원태인,삼성,투수,27,27,166 2/3,4,4,10,25,0,0.897,0,0,0,-
육선엽,삼성,투수,27,1,28 2/3,1,0,0,6,1,0.857,0,0,0,-
윤정빈,삼성,우익수,19,10,98,0,0,20,1,0,1.000,0,0,0,-
윤정빈,삼성,1루수,1,0,3,0,0,0,1,0,1.000,0,0,0,-
윤정빈,삼성,좌익수,1,0,1,0,0,0,0,0,-,0,0,0,-
이병헌,삼성,포수,55,13,184,2,0,154,9,1,0.988,2,16,1,5.9
이상민,삼성,투수,1,0,1,0,0,0,0,0,-,0,0,0,-
이성규,삼성,우익수,44,21,207 2/3,2,0,49,1,1,0.962,0,0,0,-
이성규,삼성,중견수,6,2,34 1/3,0,0,9,1,0,1.000,0,0,0,-
이성규,삼성,좌익수,12,8,73,0,0,22,1,0,1.000,0,0,0,-
이성규,삼성,1루수,4,1,8,0,0,6,0,2,1.000,0,0,0,-
이승민,삼성,투수,62,1,64 1/3,0,0,5,10,1,1.0,0,0,0,-
이승현,삼성,투수,25,23,101 1/3,0,0,3,13,0,1.000,0,0,0,-
이승현,삼성,투수,42,0,35 2/3,0,0,1,4,0,1.0,0,0,0,-
이재익,삼성,투수,7,0,7 1/3,0,0,0,1,0,1.000,0,0,0,-
이재현,삼성,유격수,136,132,1117,23,0,217,333,73,0.96,0,0,0,-
이재희,삼성,투수,11,0,9,0,0,0,0,0,-,0,0,0,-
이창용,삼성,1루수,3,1,10,1,0,12,0,2,0.923,0,0,0,-
이해승,삼성,유격수,2,1,10,1,0,1,2,0,0.750,0,0,0,-
이해승,삼성,3루수,2,0,7 1/3,1,0,1,1,0,0.667,0,0,0,-
이호성,삼성,투수,58,0,55 1/3,1,0,3,6,1,0.9,0,0,0,-
임창민,삼성,투수,16,0,13,1,0,0,1,0,0.500,0,0,0,-
전병우,삼성,2루수,7,4,20,0,0,8,5,1,1.000,0,0,0,-
전병우,삼성,3루수,36,14,140 1/3,0,0,10,23,2,1.0,0,0,0,-
전병우,삼성,1루수,12,0,23 1/3,1,0,21,1,3,0.957,0,0,0,-
정민성,삼성,투수,1,1,1,0,0,0,0,0,-,0,0,0,-
최성훈,삼성,투수,2,0,1,0,0,0,1,0,1.000,0,0,0,-
최원태,삼성,투수,27,24,124 1/3,2,1,3,24,0,0.931,0,0,0,-
최충연,삼성,투수,4,0,1 2/3,0,0,0,0,0,-,0,0,0,-
함수호,삼성,우익수,1,1,3,0,0,1,0,0,1.000,0,0,0,-
함수호,삼성,좌익수,3,2,16,0,0,2,0,0,1.000,0,0,0,-
홍원표,삼성,투수,2,0,2,0,0,0,0,0,-,0,0,0,-
홍현빈,삼성,좌익수,12,0,22,1,0,6,0,0,0.857,0,0,0,-
홍현빈,삼성,중견수,9,5,45 2/3,0,0,16,0,0,1.000,0,0,0,-
홍현빈,삼성,우익수,2,0,2,0,0,0,0,0,-,0,0,0,-
황동재,삼성,투수,15,1,20 2/3,1,0,0,1,0,0.500,0,0,0,-
후라도,삼성,투수,30,30,197 1/3,0,1,18,27,1,1.0,0,0,0,-
