player_id,name,team,start_date,end_date
65269,김민혁,두산,2021-01-01,2025-12-31
53144,김범석,LG,2023-01-01,2024-12-31
65769,김범수,한화,2021-01-01,2025-12-31
69980,김범준,NC,2024-01-01,2025-12-31
52002,김병준,KT,2023-01-01,2025-12-31
50304,김병휘,키움,2021-01-01,2021-12-31
50304,김병휘,키움,2023-01-01,2025-12-31
64014,김병희,KT,2021-01-01,2023-12-31
63894,김사윤,SSG,2021-01-01,2022-05-08
63894,김사윤,KIA,2022-05-09,2022-12-31
63894,김사윤,KIA,2024-01-01,2024-12-31
52402,김상민,삼성,2023-01-01,2023-12-31
79402,김상수,삼성,2021-01-01,2022-12-31
79402,김상수,KT,2023-01-01,2025-12-31
76430,김상수,SSG,2021-01-01,2022-12-31
76430,김상수,롯데,2023-01-01,2025-12-31
55359,김서준,키움,2025-01-01,2025-12-31
52460,김서준,삼성,2022-01-01,2023-12-31
53754,김서현,한화,2023-01-01,2025-12-31
67610,김석환,KIA,2021-01-01,2023-12-31
67610,김석환,KIA,2025-01-01,2025-12-31
66018,김선기,키움,2021-01-01,2025-12-31
78603,김선빈,KIA,2021-01-01,2025-12-31
51604,김선우,KIA,2022-01-01,2023-12-31
50848,김성민,SSG,2025-01-01,2025-12-31
67828,김성민,키움,2021-01-01,2021-12-31
67828,김성민,키움,2024-01-01,2025-12-31
52105,김성우,LG,2024-01-01,2025-12-31
62934,김성욱,NC,2023-01-01,2025-06-06
62934,김성욱,SSG,2025-06-07,2025-12-31
67449,김성윤,삼성,2021-01-01,2025-12-31
55216,김성재,두산,2025-01-01,2025-12-31
51301,김성진,키움,2021-01-01,2023-12-31
69105,김성진,LG,2024-01-01,2024-12-31
63435,김성표,삼성,2021-01-01,2022-12-31
76802,김성현,SSG,2021-01-01,2025-12-31
52514,김세민,롯데,2022-01-01,2022-12-31
76350,김세현,SSG,2021-01-01,2021-12-31
54905,김세훈,NC,2024-01-01,2024-12-31
67900,김수윤,NC,2021-01-01,2024-12-31
67900,김수윤,SSG,2025-01-01,2025-12-31
50115,김수인,LG,2024-01-01,2024-12-31
68346,김수환,키움,2021-01-01,2024-12-31
50711,김승일,한화,2024-01-01,2025-12-31
66492,김승현,삼성,2022-01-01,2022-12-31
66492,김승현,KIA,2023-01-01,2024-12-31
51303,김시앙,키움,2022-01-01,2024-12-31
67467,김시현,삼성,2023-01-01,2023-12-31
68928,김시훈,NC,2022-01-01,2025-07-27
68928,김시훈,KIA,2025-07-28,2025-12-31
54368,김연주,키움,2024-01-01,2025-12-31
68900,김영규,NC,2021-01-01,2025-12-31
55167,김영우,LG,2025-01-01,2025-12-31
52430,김영웅,삼성,2022-01-01,2025-12-31
68130,김영준,LG,2022-01-01,2024-12-31
51097,김영현,KT,2023-01-01,2024-12-31
78217,김용의,LG,2021-01-01,2021-12-31
65898,김웅빈,키움,2021-01-01,2025-12-31
62528,김원중,롯데,2021-01-01,2025-12-31
53262,김유성,두산,2023-01-01,2025-12-31
68659,김유신,KIA,2021-01-01,2023-12-31
64596,김유영,롯데,2021-01-01,2022-12-31
64596,김유영,LG,2024-01-01,2025-12-31
50157,김윤식,LG,2021-01-01,2024-12-31
54319,김윤하,키움,2024-01-01,2025-12-31
65304,김은성,키움,2021-01-01,2021-12-31
60288,김응민,삼성,2021-01-01,2021-12-31
60288,김응민,NC,2022-01-01,2022-12-31
69367,김인범,키움,2021-01-01,2021-12-31
69367,김인범,키움,2024-01-01,2024-12-31
63257,김인태,두산,2021-01-01,2025-12-31
66715,김인환,한화,2022-01-01,2025-12-31
53400,김재상,삼성,2023-01-01,2024-12-31
65132,김재성,LG,2021-01-01,2021-12-31
65132,김재성,삼성,2022-01-01,2025-12-31
64580,김재열,KIA,2021-01-01,2023-12-31
64580,김재열,NC,2024-01-01,2025-12-31
66741,김재영,한화,2022-01-01,2023-12-31
67391,김재웅,키움,2021-01-01,2024-12-31
55043,김재원,KT,2025-01-01,2025-12-31
65506,김재유,롯데,2021-01-01,2022-12-31
65062,김재윤,KT,2021-01-01,2023-12-31
65062,김재윤,삼성,2024-01-01,2025-12-31
52424,김재혁,삼성,2022-01-01,2022-12-31
52424,김재혁,삼성,2024-01-01,2025-12-31
62332,김재현,키움,2021-01-01,2025-12-31
64499,김재현,SSG,2022-01-01,2022-12-31
74206,김재호,두산,2021-01-01,2025-12-31
78224,김재환,두산,2021-01-01,2025-12-31
53865,김정민,SSG,2023-01-01,2023-12-31
55646,김정엽,KIA,2025-01-01,2025-12-31
68830,김정우,SSG,2023-01-01,2023-05-24
68830,김정우,두산,2023-05-25,2025-12-31
53029,김정운,KT,2023-01-01,2023-12-31
65392,김정인,키움,2021-01-01,2021-12-31
51903,김정호,NC,2025-01-01,2025-12-31
63765,김종수,한화,2021-01-01,2022-12-31
63765,김종수,한화,2025-01-01,2025-12-31
55122,김종운,LG,2025-01-01,2025-12-31
66162,김주성,LG,2021-01-01,2021-12-31
66162,김주성,LG,2023-01-01,2025-12-31
65411,김주온,SSG,2021-01-01,2023-12-31
65411,김주온,LG,2024-01-01,2025-12-31
52140,김주완,LG,2022-01-01,2022-12-31
51907,김주원,NC,2021-01-01,2025-12-31
66859,김주한,SSG,2023-01-01,2023-12-31
66749,김주현,롯데,2021-01-01,2021-12-31
69306,김주형,키움,2021-01-01,2024-12-31
55226,김준상,두산,2025-01-01,2025-12-31
63920,김준완,NC,2021-01-01,2021-12-31
63920,김준완,키움,2022-01-01,2023-12-31
62558,김준태,롯데,2021-01-01,2021-07-30
62558,김준태,KT,2021-07-31,2025-06-24
62558,김준태,LG,2025-06-25,2025-12-31
51393,김준형,키움,2021-01-01,2023-12-31
65503,김지수,한화,2021-01-01,2021-12-31
60181,김지용,LG,2021-01-01,2021-12-31
60181,김지용,두산,2022-01-01,2022-12-31
50458,김지찬,삼성,2021-01-01,2025-12-31
75867,김진성,NC,2021-01-01,2021-12-31
75867,김진성,LG,2022-01-01,2025-12-31
51154,김진수,LG,2021-01-01,2021-12-31
51154,김진수,LG,2024-01-01,2025-12-31
67737,김진영,한화,2021-01-01,2021-12-31
51516,김진욱,롯데,2021-01-01,2025-12-31
67954,김진호,NC,2021-01-01,2025-12-31
66917,김찬형,NC,2021-01-01,2021-05-20
66917,김찬형,SSG,2021-05-21,2025-12-31
69825,김창평,SSG,2021-01-01,2021-12-31
69825,김창평,SSG,2024-01-01,2025-12-31
51586,김창훈,롯데,2021-01-01,2023-12-31
50992,김태경,NC,2021-01-01,2022-12-31
50992,김태경,NC,2025-01-01,2025-12-31
78122,김태군,NC,2021-01-01,2021-12-31
78122,김태군,삼성,2022-01-01,2023-07-04
78122,김태군,KIA,2023-07-05,2025-12-31
71752,김태균,한화,2021-01-01,2021-12-31
69207,김태근,두산,2022-01-01,2024-12-31
69207,김태근,삼성,2025-01-01,2025-12-31
66704,김태연,한화,2021-01-01,2025-12-31
66064,김태오,KT,2022-01-01,2023-12-31
67768,김태욱,롯데,2023-01-01,2023-12-31
52803,김태윤,SSG,2025-01-01,2025-12-31
64984,김태진,KIA,2021-01-01,2022-04-24
64984,김태진,키움,2022-04-25,2025-12-31
55566,김태현,롯데,2025-01-01,2025-12-31
67956,김태현,NC,2021-01-01,2021-12-31
67956,김태현,NC,2023-01-01,2025-12-31
55610,김태형,KIA,2025-01-01,2025-12-31
67122,김태형,LG,2021-01-01,2021-12-31
62360,김태훈,키움,2021-01-01,2023-04-26
62360,김태훈,삼성,2023-04-27,2025-12-31
79847,김태훈,SSG,2021-01-01,2022-12-31
55995,김태훈,NC,2025-01-01,2025-12-31
65040,김태훈,KT,2021-01-01,2022-12-31
65040,김태훈,삼성,2023-01-01,2025-12-31
54263,김택연,두산,2024-01-01,2025-12-31
65343,김택형,SSG,2021-01-01,2022-12-31
65343,김택형,SSG,2024-01-01,2025-12-31
50902,김한별,NC,2022-01-01,2025-12-31
55221,김한중,두산,2025-01-01,2025-12-31
61404,김헌곤,삼성,2021-01-01,2025-12-31
69516,김현수,KIA,2021-01-01,2022-12-31
69516,김현수,KIA,2024-01-01,2025-12-31
76290,김현수,LG,2021-01-01,2025-12-31
54166,김현종,LG,2024-01-01,2025-12-31
51417,김현준,삼성,2021-01-01,2024-12-31
66630,김현준,KIA,2021-01-01,2022-12-31
68912,김형준,NC,2023-01-01,2025-12-31
67304,김혜성,키움,2021-01-01,2024-12-31
65653,김호령,KIA,2021-01-01,2025-12-31
66113,김호은,LG,2021-01-01,2022-12-31
64407,김호재,삼성,2021-01-01,2023-12-31
68269,김호준,두산,2023-01-01,2025-12-31
54460,김호진,삼성,2024-01-01,2025-12-31
51344,김휘집,키움,2021-01-01,2024-05-29
51344,김휘집,NC,2024-05-30,2025-12-31
67539,나균안,롯데,2021-01-01,2025-12-31
62947,나성범,NC,2021-01-01,2021-12-31
62947,나성범,KIA,2022-01-01,2025-12-31
51551,나승엽,롯데,2021-01-01,2021-12-31
51551,나승엽,롯데,2024-01-01,2025-12-31
67454,나원탁,롯데,2021-01-01,2023-12-31
73209,나주환,KIA,2021-01-01,2021-12-31
78629,나지완,KIA,2021-01-01,2022-12-31
50720,남지민,한화,2021-01-01,2024-12-31
66052,남태혁,SSG,2021-01-01,2021-12-31
66660,남하준,KIA,2021-01-01,2022-12-31
69104,남호,두산,2021-01-01,2021-12-31
54640,네일,KIA,2024-01-01,2025-12-31
62920,노건우,삼성,2021-01-01,2023-12-31
73211,노경은,롯데,2021-01-01,2021-12-31
73211,노경은,SSG,2022-01-01,2025-12-31
52833,노바,SSG,2022-01-01,2022-12-31
63704,노수광,한화,2021-01-01,2023-12-31
69737,노시환,한화,2021-01-01,2025-12-31
69996,노시훈,NC,2021-01-01,2021-12-31
52394,노운현,키움,2022-01-01,2022-12-31
62931,노진혁,NC,2021-01-01,2022-12-31
62931,노진혁,롯데,2023-01-01,2025-12-31
64704,노태형,한화,2021-01-01,2021-12-31
52637,놀린,KIA,2022-01-01,2022-12-31
51636,다카하시,KIA,2021-01-01,2021-12-31
54804,더거,SSG,2024-01-01,2024-12-31
52950,더모디,NC,2022-01-01,2022-12-31
50040,데스파이네,KT,2021-01-01,2022-12-31
55536,데이비슨,롯데,2025-01-01,2025-12-31
54944,데이비슨,NC,2024-01-01,2025-12-31
53327,도슨,키움,2023-01-01,2024-12-31
66965,도태훈,NC,2021-01-01,2025-12-31
54400,디아즈,삼성,2024-01-01,2025-12-31
53233,딜런,두산,2023-01-01,2023-12-31
52806,라가레스,SSG,2022-01-01,2022-12-31
50165,라모스,LG,2021-01-01,2021-12-31
52025,라모스,KT,2022-01-01,2022-12-31
52025,라모스,두산,2024-01-01,2024-12-31
52707,라미레즈,한화,2022-01-01,2022-12-31
54666,라우어,KIA,2024-01-01,2024-12-31
69439,라이블리,삼성,2021-01-01,2021-12-31
55903,라일리,NC,2025-01-01,2025-12-31
50350,러셀,키움,2023-01-01,2023-12-31
54443,레예스,삼성,2024-01-01,2025-12-31
54529,레이예스,롯데,2024-01-01,2025-12-31
52547,렉스,롯데,2022-01-01,2023-12-31
55912,로건,NC,2025-01-01,2025-12-31
52645,로니,KIA,2022-01-01,2022-12-31
67872,로맥,SSG,2021-01-01,2021-12-31
55322,로젠버그,키움,2025-01-01,2025-12-31
51234,로켓,두산,2021-01-01,2021-12-31
67025,로하스,KT,2024-01-01,2025-12-31
53211,로하스,두산,2023-01-01,2023-12-31
52112,루이즈,LG,2022-01-01,2022-12-31
69940,루친스키,NC,2021-01-01,2022-12-31
53404,류승민,삼성,2023-01-01,2024-12-31
66615,류승현,KIA,2022-01-01,2022-12-31
63103,류원석,LG,2021-01-01,2021-12-31
63103,류원석,한화,2023-01-01,2023-12-31
62234,류지혁,KIA,2021-01-01,2023-07-04
62234,류지혁,삼성,2023-07-05,2025-12-31
65949,류진욱,NC,2021-01-01,2025-12-31
53036,류현인,KT,2023-01-01,2023-12-31
54219,류현준,두산,2024-01-01,2025-12-31
76715,류현진,한화,2024-01-01,2025-12-31
50868,류효승,SSG,2023-01-01,2025-12-31
64029,류희운,KT,2022-01-01,2022-06-20
64029,류희운,한화,2022-06-21,2023-12-31
51834,르위키,SSG,2021-01-01,2021-12-31
55703,리베라토,한화,2025-01-01,2025-12-31
50506,마차도,롯데,2021-01-01,2021-12-31
52904,마티니,NC,2022-01-01,2022-12-31
53955,마틴,NC,2023-01-01,2023-12-31
55844,맥브룸,SSG,2025-01-01,2025-12-31
53833,맥카티,SSG,2023-01-01,2023-12-31
54424,맥키넌,삼성,2024-01-01,2024-12-31
53322,맥키니,키움,2023-01-01,2023-12-31
53645,메디나,KIA,2023-01-01,2023-12-31
55342,메르세데스,키움,2025-01-01,2025-12-31
51619,멩덴,KIA,2021-01-01,2021-12-31
52808,모리만도,SSG,2022-01-01,2022-12-31
78813,모창민,NC,2021-01-01,2021-12-31
53973,목지훈,NC,2024-01-01,2025-12-31
51439,몽고메리,삼성,2021-01-01,2021-12-31
65643,문경찬,NC,2021-01-01,2021-12-31
65643,문경찬,롯데,2022-01-01,2023-12-31
64554,문동욱,한화,2021-01-01,2021-12-31
52701,문동주,한화,2022-01-01,2025-12-31
69102,문보경,LG,2021-01-01,2025-12-31
67063,문상인,KT,2022-01-01,2023-12-31
50007,문상준,KT,2022-01-01,2023-12-31
64007,문상철,KT,2021-01-01,2025-12-31
68119,문성주,LG,2021-01-01,2025-12-31
60336,문성현,키움,2021-01-01,2024-12-31
62869,문승원,SSG,2021-01-01,2025-12-31
67419,문용익,삼성,2021-01-01,2023-12-31
67419,문용익,KT,2024-01-01,2025-12-31
67259,문원,두산,2021-01-01,2021-12-31
52121,문정빈,LG,2025-01-01,2025-12-31
50365,문찬종,키움,2021-01-01,2021-12-31
53764,문현빈,한화,2023-01-01,2025-12-31
51257,미란다,두산,2021-01-01,2022-12-31
76249,민병헌,롯데,2021-01-01,2021-12-31
54720,바리아,한화,2024-01-01,2024-12-31
51645,박건우,KIA,2021-01-01,2021-12-31
55509,박건우,롯데,2025-01-01,2025-12-31
55046,박건우,KT,2025-01-01,2025-12-31
79215,박건우,두산,2021-01-01,2021-12-31
79215,박건우,NC,2022-01-01,2025-12-31
73113,박경수,KT,2021-01-01,2025-12-31
64468,박계범,두산,2021-01-01,2025-12-31
55164,박관우,LG,2025-01-01,2025-12-31
50397,박관진,키움,2021-01-01,2021-12-31
53469,박권후,삼성,2023-01-01,2023-12-31
54802,박기호,SSG,2025-01-01,2025-12-31
64944,박대온,NC,2021-01-01,2023-12-31
52994,박동수,NC,2022-01-01,2022-12-31
79365,박동원,키움,2021-01-01,2022-04-22
79365,박동원,KIA,2022-04-23,2022-12-31
79365,박동원,LG,2023-01-01,2025-12-31
50563,박로건,롯데,2021-01-01,2021-12-31
53139,박명근,LG,2023-01-01,2025-12-31
50657,박민,KIA,2021-01-01,2022-12-31
50657,박민,KIA,2024-01-01,2025-12-31
69056,박민석,KT,2023-01-01,2025-12-31
62907,박민우,NC,2021-01-01,2025-12-31
53204,박민준,두산,2024-01-01,2025-12-31
64893,박민호,SSG,2021-01-01,2024-12-31
54304,박범준,키움,2024-01-01,2024-12-31
75125,박병호,키움,2021-01-01,2021-12-31
75125,박병호,KT,2022-01-01,2024-05-27
75125,박병호,삼성,2024-05-28,2025-12-31
66707,박상언,한화,2021-01-01,2024-12-31
67703,박상원,한화,2022-01-01,2025-12-31
74465,박석민,NC,2021-01-01,2023-12-31
66556,박선우,롯데,2021-01-01,2021-12-31
54807,박성빈,SSG,2024-01-01,2024-12-31
53305,박성빈,키움,2024-01-01,2024-12-31
68703,박성웅,한화,2021-01-01,2021-12-31
51298,박성재,두산,2021-01-01,2021-12-31
51298,박성재,두산,2025-01-01,2025-12-31
67893,박성한,SSG,2021-01-01,2025-12-31
65844,박세웅,삼성,2021-01-01,2023-12-31
64021,박세웅,롯데,2021-01-01,2025-12-31
66047,박세진,KT,2023-01-01,2025-06-01
66047,박세진,롯데,2025-06-02,2025-12-31
62244,박세혁,두산,2021-01-01,2022-12-31
62244,박세혁,NC,2023-01-01,2025-12-31
55568,박세현,롯데,2025-01-01,2025-12-31
63292,박소준,두산,2021-01-01,2021-12-31
63292,박소준,두산,2024-01-01,2024-12-31
52305,박수종,키움,2023-01-01,2025-12-31
69418,박승규,삼성,2021-01-01,2022-12-31
69418,박승규,삼성,2025-01-01,2025-12-31
62802,박승욱,KT,2021-01-01,2021-12-31
62802,박승욱,롯데,2022-01-01,2025-12-31
66305,박승주,키움,2021-01-01,2022-12-31
60559,박시영,KT,2021-01-01,2022-12-31
60559,박시영,KT,2024-01-01,2024-12-31
60559,박시영,롯데,2025-01-01,2025-12-31
55121,박시원,LG,2025-01-01,2025-12-31
50996,박시원,NC,2021-01-01,2021-12-31
50996,박시원,NC,2024-01-01,2025-12-31
50812,박시후,SSG,2022-01-01,2022-12-31
50812,박시후,SSG,2024-01-01,2025-12-31
68249,박신지,두산,2022-01-01,2025-12-31
50906,박영빈,NC,2023-01-01,2025-12-31
69507,박영완,롯데,2023-01-01,2023-12-31
52060,박영현,KT,2022-01-01,2025-12-31
72133,박용택,LG,2022-01-01,2022-12-31
50205,박웅,두산,2021-01-01,2022-12-31
67202,박유연,두산,2022-01-01,2023-12-31
53301,박윤성,키움,2024-01-01,2025-12-31
69762,박윤철,한화,2022-01-01,2023-12-31
55563,박재엽,롯데,2025-01-01,2025-12-31
64100,박재욱,LG,2022-01-01,2022-12-31
55636,박재현,KIA,2025-01-01,2025-12-31
65639,박정수,두산,2021-01-01,2025-12-31
67609,박정우,KIA,2021-01-01,2025-12-31
62353,박정음,키움,2021-01-01,2021-12-31
61396,박정준,삼성,2022-01-01,2022-12-31
50709,박정현,한화,2021-01-01,2023-12-31
50709,박정현,한화,2025-01-01,2025-12-31
55394,박정훈,키움,2025-01-01,2025-12-31
60841,박종훈,SSG,2021-01-01,2025-12-31
69328,박주성,키움,2021-01-01,2022-12-31
69328,박주성,키움,2025-01-01,2025-12-31
69900,박주찬,NC,2023-01-01,2023-12-31
50411,박주혁,삼성,2022-01-01,2022-12-31
68097,박주현,NC,2024-01-01,2024-12-31
50357,박주홍,키움,2021-01-01,2025-12-31
55252,박준순,두산,2025-01-01,2025-12-31
66928,박준영,NC,2021-01-01,2022-12-31
66928,박준영,두산,2023-01-01,2025-12-31
52731,박준영,한화,2022-01-01,2023-12-31
52731,박준영,한화,2025-01-01,2025-12-31
54503,박준우,롯데,2024-01-01,2025-12-31
64657,박준태,키움,2021-01-01,2023-12-31
63638,박준표,KIA,2021-01-01,2024-12-31
69363,박준형,키움,2024-01-01,2024-12-31
54213,박지호,두산,2024-01-01,2024-12-31
54805,박지환,SSG,2024-01-01,2025-12-31
50204,박지훈,두산,2021-01-01,2021-12-31
50204,박지훈,두산,2023-01-01,2023-12-31
50204,박지훈,두산,2025-01-01,2025-12-31
69594,박진,롯데,2023-01-01,2025-12-31
63991,박진우,NC,2021-01-01,2021-12-31
53411,박진우,삼성,2025-01-01,2025-12-31
67646,박진태,KIA,2021-01-01,2021-12-31
63512,박진형,롯데,2021-01-01,2021-12-31
63512,박진형,롯데,2024-01-01,2025-12-31
52348,박찬혁,키움,2022-01-01,2023-12-31
55530,박찬형,롯데,2025-01-01,2025-12-31
64646,박찬호,KIA,2021-01-01,2025-12-31
67266,박치국,두산,2021-01-01,2025-12-31
53992,박한결,NC,2023-01-01,2025-12-31
62415,박해민,삼성,2021-01-01,2021-12-31
62415,박해민,LG,2022-01-01,2025-12-31
55637,박헌,KIA,2025-01-01,2025-12-31
51803,박형준,롯데,2023-01-01,2023-12-31
52528,반즈,롯데,2022-01-01,2025-12-31
54243,발라조빅,두산,2024-01-01,2024-12-31
