선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
김혜성,키움,2루수,127,123,1080,11,0,293,371,85,0.984,0,0,0,-
김혜성,키움,유격수,3,0,5 2/3,0,0,2,0,0,1.000,0,0,0,-
김휘집,키움,2루수,6,0,10,0,0,1,9,1,1.0,0,0,0,-
김휘집,키움,3루수,5,0,10,1,0,2,3,2,0.833,0,0,0,-
김휘집,키움,유격수,105,95,798,15,0,138,257,40,0.963,0,0,0,-
노운현,키움,투수,5,0,4,0,0,1,0,0,1.0,0,0,0,-
문성현,키움,투수,45,0,41 1/3,0,0,2,4,0,1.0,0,0,0,-
박승주,키움,투수,27,0,25,0,0,0,2,1,1.0,0,0,0,-
박주성,키움,투수,11,0,13,0,0,1,3,0,1.0,0,0,0,-
박주홍,키움,좌익수,10,8,59,0,0,15,0,0,1.0,0,0,0,-
박주홍,키움,우익수,3,1,18,0,0,3,0,0,1.000,0,0,0,-
박준태,키움,좌익수,17,3,62 2/3,0,0,11,0,0,1.0,0,0,0,-
박준태,키움,중견수,12,4,41,0,0,13,0,0,1.0,0,0,0,-
박준태,키움,우익수,25,7,102 2/3,0,0,19,0,0,1.0,0,0,0,-
박찬혁,키움,1루수,7,7,44,2,0,39,4,1,0.956,0,0,0,-
박찬혁,키움,우익수,6,6,49,0,0,10,0,0,1.0,0,0,0,-
박찬혁,키움,좌익수,14,9,74,1,0,15,0,0,0.938,0,0,0,-
송성문,키움,2루수,1,0,2,0,0,0,0,0,-,0,0,0,-
송성문,키움,1루수,1,0,2,0,0,2,1,0,1.000,0,0,0,-
송성문,키움,3루수,138,137,1216,15,0,89,250,23,0.958,0,0,0,-
송정인,키움,투수,1,0,2,0,0,2,0,0,1.000,0,0,0,-
신준우,키움,유격수,66,16,196 1/3,2,0,31,76,20,0.982,0,0,0,-
신준우,키움,2루수,12,0,16,0,0,7,4,1,1.0,0,0,0,-
안우진,키움,투수,30,30,196,2,0,3,27,2,0.938,0,0,0,-
애플러,키움,투수,33,25,140 1/3,4,1,9,13,1,0.846,0,0,0,-
양현,키움,투수,25,0,36 2/3,0,1,1,9,1,1.0,0,0,0,-
예진원,키움,우익수,3,0,5,0,0,0,0,0,-,0,0,0,-
예진원,키움,좌익수,10,1,21,0,0,6,0,0,1.0,0,0,0,-
예진원,키움,중견수,3,0,4,0,0,2,0,0,1.000,0,0,0,-
요키시,키움,투수,30,30,185 1/3,3,0,12,25,0,0.925,0,0,0,-
윤정현,키움,투수,17,2,22 2/3,0,0,2,5,0,1.0,0,0,0,-
이명종,키움,투수,27,0,27 1/3,0,0,0,4,0,1.0,0,0,0,-
이병규,키움,좌익수,6,2,18,0,0,3,0,0,1.0,0,0,0,-
이병규,키움,1루수,6,5,35,1,0,32,4,3,0.973,0,0,0,-
이병규,키움,중견수,1,0,1,0,0,1,0,0,1.000,0,0,0,-
이승호,키움,투수,53,0,50 1/3,0,0,0,5,1,1.0,0,0,0,-
이영준,키움,투수,26,0,21,0,0,0,2,0,1.0,0,0,0,-
이용규,키움,우익수,4,0,7,0,0,0,0,0,-,0,0,0,-
이용규,키움,중견수,2,1,16,0,0,6,0,0,1.000,0,0,0,-
이용규,키움,좌익수,60,56,442 1/3,2,0,89,2,0,0.978,0,0,0,-
이재홍,키움,2루수,2,1,6,0,0,2,2,0,1.000,0,0,0,-
이재홍,키움,3루수,1,1,5,0,0,0,1,0,1.000,0,0,0,-
이정후,키움,중견수,134,132,1155 1/3,2,0,304,7,1,0.994,0,0,0,-
이주형,키움,좌익수,1,0,1,0,0,0,0,0,-,0,0,0,-
이주형,키움,1루수,11,11,75,0,0,65,2,12,1.0,0,0,0,-
이지영,키움,포수,137,102,994 2/3,11,0,818,77,9,0.988,4,67,33,33.0
임지열,키움,좌익수,22,18,155,0,0,39,2,1,1.0,0,0,0,-
장재영,키움,투수,14,0,14,0,0,0,1,0,1.0,0,0,0,-
전병우,키움,3루수,14,3,36 1/3,1,0,3,11,1,0.933,0,0,0,-
전병우,키움,1루수,102,40,512,5,0,530,37,56,0.991,0,0,0,-
정찬헌,키움,투수,20,20,87 1/3,0,0,3,11,1,1.0,0,0,0,-
주승우,키움,투수,4,1,3 1/3,1,0,0,1,0,0.500,0,0,0,-
최원태,키움,투수,26,20,105 2/3,1,0,13,8,1,0.955,0,0,0,-
푸이그,키움,우익수,96,96,842 2/3,6,0,150,8,1,0.963,0,0,0,-
하영민,키움,투수,41,0,39 1/3,2,0,4,6,0,0.833,0,0,0,-
한현희,키움,투수,21,14,77 2/3,0,0,4,5,0,1.0,0,0,0,-
