player_id,구분,AVG,AB,H,2B,3B,HR,RBI,BB,HBP,SO,GDP
51868,0아웃,0.000,1,0,0,0,0,0,0,0,1,0
51868,1아웃,0.000,1,0,0,0,0,0,0,0,1,0
51868,2아웃,0.000,2,0,0,0,0,0,0,0,1,0
69517,주자없음,0.212,151,32,10,1,1,1,23,0,32,0
69517,1루,0.250,44,11,2,0,0,1,4,0,16,1
69517,2루,0.182,22,4,1,0,0,2,4,1,7,0
69517,3루,0.000,6,0,0,0,0,1,4,0,2,0
69517,"1,2루",0.308,13,4,1,0,1,5,3,0,2,0
69517,"1,3루",0.400,5,2,0,1,0,4,0,0,0,0
69517,"2,3루",0.375,8,3,0,0,0,4,3,0,5,0
69517,만루,0.167,6,1,0,0,0,6,1,0,0,1
69517,주자있음,0.240,104,25,4,1,1,23,19,1,32,2
69517,득점권,0.233,60,14,2,1,1,22,15,1,16,1
69517,0-0,0.391,23,9,3,0,1,4,1,0,0,0
69517,1-0,0.200,15,3,1,0,0,1,0,0,0,0
69517,2-0,0.182,11,2,1,0,0,2,1,0,0,0
69517,3-0,-,0,0,0,0,0,0,11,0,0,0
69517,0-1,0.261,23,6,2,0,0,3,0,0,0,1
69517,1-1,0.333,18,6,2,0,0,1,0,0,0,0
69517,2-1,0.400,15,6,1,0,0,1,0,0,0,0
69517,3-1,0.000,5,0,0,0,0,0,9,0,0,0
69517,0-2,0.280,25,7,0,2,0,3,0,0,12,0
69517,1-2,0.173,52,9,1,0,0,2,0,0,24,0
69517,2-2,0.081,37,3,2,0,0,1,0,1,14,0
69517,3-2,0.194,31,6,1,0,1,6,20,0,14,1
69517,1회,0.222,36,8,1,0,0,1,4,0,9,0
69517,2회,0.160,25,4,1,0,0,2,3,0,7,0
69517,3회,0.250,28,7,3,0,1,4,8,0,3,0
69517,4회,0.243,37,9,3,1,0,4,3,0,10,0
69517,5회,0.167,24,4,0,0,0,3,3,0,9,0
69517,6회,0.320,25,8,4,1,0,3,7,0,4,0
69517,7회,0.214,28,6,0,0,0,2,4,1,8,0
69517,8회,0.214,28,6,1,0,1,4,4,0,8,1
69517,9회,0.200,20,4,0,0,0,1,3,0,6,0
69517,연장,0.250,4,1,1,0,0,0,3,0,0,1
69517,1~3회,0.213,89,19,5,0,1,7,15,0,19,0
69517,4~6회,0.244,86,21,7,2,0,10,13,0,23,0
69517,7회이후,0.213,80,17,2,0,1,7,14,1,22,2
69517,1번타자,0.196,51,10,2,0,1,3,9,0,13,0
69517,2번타자,0.173,52,9,1,1,0,7,4,1,16,1
69517,3번타자,0.250,40,10,4,0,0,2,12,0,11,0
69517,4번타자,0.333,9,3,0,0,0,0,2,0,3,0
69517,5번타자,0.229,35,8,1,0,0,3,4,0,7,0
69517,6번타자,0.500,10,5,1,0,1,6,1,0,1,0
69517,7번타자,0.333,30,10,4,1,0,3,4,0,6,0
69517,8번타자,0.000,15,0,0,0,0,0,4,0,4,1
69517,9번타자,0.154,13,2,1,0,0,0,2,0,3,0
69517,좌투수,0.191,47,9,2,0,0,0,10,1,15,1
69517,우투수,0.221,172,38,8,0,2,20,29,0,44,1
69517,언더투수,0.278,36,10,4,2,0,4,3,0,5,0
69517,0아웃,0.234,94,22,4,1,0,1,14,0,17,2
69517,1아웃,0.192,78,15,5,0,1,4,16,1,22,0
69517,2아웃,0.241,83,20,5,1,1,19,12,0,25,0
61353,주자없음,0.279,129,36,8,0,1,1,8,0,29,0
61353,1루,0.267,60,16,2,0,0,1,2,0,12,3
61353,2루,0.333,24,8,2,0,0,5,1,0,5,0
61353,3루,0.286,7,2,1,0,0,2,1,0,1,0
61353,"1,2루",0.261,23,6,0,0,0,4,1,0,6,0
61353,"1,3루",0.444,9,4,1,0,1,7,0,0,3,0
61353,"2,3루",0.429,7,3,1,0,1,8,0,0,1,0
61353,만루,0.455,11,5,2,0,0,11,1,0,1,0
61353,주자있음,0.312,141,44,9,0,2,38,6,0,29,3
61353,득점권,0.346,81,28,7,0,2,37,4,0,17,0
61353,0-0,0.395,38,15,2,0,0,5,0,0,0,0
61353,1-0,0.381,21,8,1,0,2,5,0,0,0,1
61353,2-0,0.500,4,2,0,0,0,1,0,0,0,0
61353,3-0,-,0,0,0,0,0,0,3,0,0,0
